english_word,word_class,level,verb_transitivity,hindi_translation,urdu_translation,hindi_transliteration,urdu_transliteration
"to fly (a bird, plane moves through air)",verb,a1,intransitive,उड़ना / परवाज़ करना,उड़ना / परवाज़ करना,uṛanā / paravāz karanā,uṛanā / paravāz karanā
"to fly (an object, vehicle)",verb,a1,transitive,उड़ाना / परवाज़ देना,उड़ाना / परवाज़ देना,uṛānā / paravāz dēnā,uṛānā / paravāz dēnā
"to follow (go after, pursue)",verb,a1,transitive,पीछे चलना / पीछा करना / अनुसरण करना,पीछे चलना / पीछा करना / पैरवी करना,pīchē calanā / pīchā karanā / anusaraṇa karanā,pīchē calanā / pīchā karanā / pairavī karanā
"to follow (rules, instructions)",verb,a1,transitive,मानना / पालन करना / अनुसरण करना,मानना / पैरवी करना / इताअत करना,mānanā / pālan karanā / anusaraṇa karanā,mānanā / pairavī karanā / itāat karanā
to forget,verb,a1,transitive,भूलना / विस्मृत करना,भूलना / फ़रामोश करना,bhūlanā / vismr̥t karanā,bhūlanā / farāmōśa karanā
"to form (e.g., a queue, naturally)",verb,a1,intransitive,बनना / आकार लेना,बनना / शक्ल इख़्तियार करना,bananā / ākār lēnā,bananā / śakl ik͟htiyār karanā
to form (to create or shape something),verb,a1,transitive,बनाना / आकार देना / निर्मित करना,बनाना / शक्ल देना / तश्कील देना,banānā / ākār dēnā / nirmit karanā,banānā / śakl dēnā / taśkīl dēnā
to form (to develop or arise),verb,a1,intransitive,बनना / विकसित होना / उत्पन्न होना,बनना / वजूद में आना / पनपना,bananā / vikasit hōnā / utpann hōnā,bananā / vajūd mēṁ ānā / panapanā
"to fry (general, deep fry)",verb,a1,transitive,तलना / भूनना,तलना / क़लिया करना,talanā / bhūnanā,talanā / qaliyā karanā
to get (to become),verb,a1,intransitive,होना / बन जाना,होना / बन जाना,hōnā / ban jānā,hōnā / ban jānā
"to get (to fetch, to bring)",verb,a1,transitive,लाना / ले आना / मँगवाना,लाना / ले आना / मँगवाना,lānā / lē ānā / mam̐gavānā,lānā / lē ānā / mam̐gavānā
"to get (to receive, to acquire)",verb,a1,transitive,मिलना / पाना / हासिल करना / प्राप्त करना,मिलना / पाना / हासिल करना / वसूल करना,milanā / pānā / hāsil karanā / prāpt karanā,milanā / pānā / hāsil karanā / vasūl karanā
to get (to understand),verb,a1,transitive,समझना / समझ में आना,समझना / समझ में आना / बूझना,samajhanā / samajh mēṁ ānā,samajhanā / samajh mēṁ ānā / būjhanā
"to give (or offer, provide, slightly formal)",verb,a1,transitive,देना / प्रदान करना / भेंट करना,देना / अता करना / बख़्शना,dēnā / pradān karanā / bhēṁṭa karanā,dēnā / atā karanā / bak͟hśanā
to go,verb,a1,intransitive,जाना / चले जाना,जाना / चले जाना / सिधारना,jānā / calē jānā,jānā / calē jānā / sidhāranā
"to grow (increase in size, stature)",verb,a1,intransitive,बढ़ना / विकसित होना,बढ़ना / परवान चढ़ना / विकसित होना,baṛhanā / vikasit hōnā,baṛhanā / paravān caṛhanā / vikasit hōnā
to grow (to cultivate),verb,a1,transitive,उगाना / बोना / खेती करना,उगाना / बोना / काश्त करना,ugānā / bōnā / khētī karanā,ugānā / bōnā / kāśt karanā
to guess,verb,a1,transitive,अंदाज़ा लगाना / अनुमान लगाना,अंदाज़ा लगाना / अटकल लगाना / तक़मीना करना,aṁdāzā lagānā / anumān lagānā,aṁdāzā lagānā / aṭakal lagānā / taqamīnā karanā
to guess (estimate quantity),verb,a1,transitive,अंदाज़ा लगाना / अनुमान लगाना,अंदाज़ा लगाना / तख़मीना लगाना,aṁdāzā lagānā / anumān lagānā,aṁdāzā lagānā / tak͟hamīnā lagānā
to hate,verb,a1,transitive,नफ़रत करना / घृणा करना / द्वेष करना,नफ़रत करना / कराहियत करना,nafarat karanā / ghr̥ṇā karanā / dvēṣa karanā,nafarat karanā / karāhiyat karanā
to have (a drink),verb,a1,transitive,पीना / ग्रहण करना,पीना / नोश करना,pīnā / grahaṇa karanā,pīnā / nōśa karanā
"to have (a meal, drink)",verb,a1,transitive,खाना/पीना / लेना / ग्रहण करना,खाना/पीना / लेना / नोश फ़रमाना,khānā/pīnā / lēnā / grahaṇa karanā,khānā/pīnā / lēnā / nōśa faramānā
to have (possess),verb,a1,,पास होना / रखना / अधिकार होना,पास होना / रखना / मिल्कियत होना,pās hōnā / rakhanā / adhikār hōnā,pās hōnā / rakhanā / milkiyat hōnā
to hear,verb,a1,,सुनना / श्रवण करना,सुनना / समाअत करना,sunanā / śravaṇa karanā,sunanā / samāat karanā
to help (action),verb,a1,transitive,मदद करना / सहायता करना / सहयोग करना,मदद करना / इमदाद करना,madad karanā / sahāyatā karanā / sahayōg karanā,madad karanā / imadād karanā
"to help (be useful, beneficial)",verb,a1,intransitive,फ़ायदेमंद होना / लाभदायक होना / उपयोगी होना,फ़ायदेमंद होना / मुफ़ीद होना,fāyadēmaṁd hōnā / lābhadāyak hōnā / upayōgī hōnā,fāyadēmaṁd hōnā / mufīd hōnā
"to hope (for an event, outcome)",verb,a1,transitive,उम्मीद करना / आशा करना / अपेक्षा करना,उम्मीद करना / आरज़ू करना / तमन्ना करना,ummīd karanā / āśā karanā / apēkṣā karanā,ummīd karanā / ārazū karanā / tamannā karanā
to imagine (to conceive a mental picture),verb,a1,transitive,कल्पना करना / सोचना / तसव्वुर करना,तसव्वुर करना / ख़्याल करना,kalpanā karanā / sōcanā / tasavvur karanā,tasavvur karanā / k͟hyāl karanā
to imagine (to suppose or guess),verb,a1,transitive,सोचना / कल्पना करना / अनुमान लगाना,सोचना / तसव्वुर करना / फ़र्ज़ करना,sōcanā / kalpanā karanā / anumān lagānā,sōcanā / tasavvur karanā / farz karanā
to improve (to get better),verb,a1,intransitive,सुधरना / बेहतर होना / उन्नत होना,बेहतर होना / सुधरना / तरक़्क़ी करना,sudharanā / bēhatar hōnā / unnat hōnā,bēhatar hōnā / sudharanā / taraqqī karanā
to improve (to make better),verb,a1,transitive,सुधारना / बेहतर बनाना / उन्नत करना,बेहतर बनाना / सुधारना / तरक़्क़ी देना,sudhāranā / bēhatar banānā / unnat karanā,bēhatar banānā / sudhāranā / taraqqī dēnā
"to include (to add to a list, group)",verb,a1,transitive,शामिल करना / जोड़ना / सम्मिलित करना,शामिल करना / जोड़ना / दाख़िल करना,śāmil karanā / jōṛanā / sammilit karanā,śāmil karanā / jōṛanā / dāk͟hil karanā
"to include (to contain, to comprise)",verb,a1,transitive,शामिल करना / समाहित करना / सम्मिलित करना,शामिल करना / पर मुश्तमिल होना / रखना,śāmil karanā / samāhit karanā / sammilit karanā,śāmil karanā / par muśtamil hōnā / rakhanā
to interest,verb,a1,transitive,दिलचस्पी पैदा करना / आकर्षित करना / रुचि जगाना,दिलचस्पी पैदा करना / मुतवज्जह करना / राग़िब करना,dilacaspī paidā karanā / ākarṣit karanā / ruci jagānā,dilacaspī paidā karanā / mutavajjah karanā / rāġib karanā
to interview (be interviewed),verb,a1,intransitive,इंटरव्यू देना / साक्षात्कार देना,इंटरव्यू देना / मुसाहिबा देना,iṁṭaravyū dēnā / sākṣātkār dēnā,iṁṭaravyū dēnā / musāhibā dēnā
to interview (conduct),verb,a1,transitive,इंटरव्यू लेना / साक्षात्कार लेना,इंटरव्यू लेना / मुसाहिबा करना,iṁṭaravyū lēnā / sākṣātkār lēnā,iṁṭaravyū lēnā / musāhibā karanā
"to join (a group, activity)",verb,a1,transitive,शामिल होना / जुड़ना / सम्मिलित होना,शामिल होना / जुड़ना / शरीक होना,śāmil hōnā / juṛanā / sammilit hōnā,śāmil hōnā / juṛanā / śarīk hōnā
to join (connect things),verb,a1,transitive,जोड़ना / मिलाना / संयुक्त करना,जोड़ना / मिलाना / मुत्तहिद करना,jōṛanā / milānā / saṁyukt karanā,jōṛanā / milānā / muttahid karanā
to keep (to put an object somewhere),verb,a1,transitive,रखना / स्थापित करना,रखना,rakhanā / sthāpit karanā,rakhanā
to keep (to retain possession),verb,a1,transitive,रखना / पास रखना / बनाए रखना,रखना / पास रखना / बरक़रार रखना,rakhanā / pās rakhanā / banāē rakhanā,rakhanā / pās rakhanā / baraqarār rakhanā
"to know (a fact, information)",verb,a1,transitive,जानना / ज्ञात होना,जानना / इल्म होना,jānanā / jñāt hōnā,jānanā / ilm hōnā
"to know (a person, be acquainted with)",verb,a1,transitive,जानना / पहचानना / परिचित होना,जानना / पहचानना / वाक़िफ़ होना,jānanā / pahacānanā / paricit hōnā,jānanā / pahacānanā / vāqif hōnā
