english_word,word_class,level,verb_transitivity,translation,transliteration
level,noun,a2,,स्तर (m) / सतह (f) / दर्जा (m),star (m) / satah (f) / darjā (m)
lifestyle,noun,a2,,जीवनशैली (f) / रहन-सहन (m),jīvanaśailī (f) / rahan-sahan (m)
lift (elevator),noun,a2,,लिफ़्ट (f) / उत्थापक (m),lifṭa (f) / utthāpak (m)
"lift (ride, transportation)",noun,a2,,लिफ़्ट (f) / सवारी (f),lifṭa (f) / savārī (f)
likely (probably),adjective,a2,,शायद / मुमकिन / संभव,śāyad / mumakin / saṁbhav
link (connection or relationship),noun,a2,,रिश्ता (m) / संबंध (m) / जोड़ (m),riśtā (m) / saṁbaṁdh (m) / jōṛa (m)
link (hyperlink),noun,a2,,लिंक (m) / कड़ी (f),liṁk (m) / kaṛī (f)
"listener (audience member, formal)",noun,a2,,सुनने वाला (m) / श्रोता (m),sunanē vālā (m) / śrōtā (m)
"little (a small amount of, uncountable)",adverb,a2,,थोड़ा / ज़रा सा / अल्प,thōṛā / zarā sā / alp
little (a small distance),adverb,a2,,थोड़ी दूर / ज़रा दूर / अल्प दूरी,thōṛī dūr / zarā dūr / alp dūrī
little (small amount),adverb,a2,,थोड़ा / ज़रा / कम,thōṛā / zarā / kam
"little (small amount, adverb)",adverb,a2,,थोड़ा सा / ज़रा सा / किंचित,thōṛā sā / zarā sā / kiṁcit
"little (small in size, adverb)",adverb,a2,,थोड़ा / ज़रा सा,thōṛā / zarā sā
lock (tress of hair),noun,a2,,ज़ुल्फ़ (f) / लट (f) / केश (m),zulf (f) / laṭa (f) / kēśa (m)
look (appearance),noun,a2,,सूरत (f) / शक्ल (f) / रूप (m) / दिखावट (f),sūrat (f) / śakl (f) / rūp (m) / dikhāvaṭa (f)
look (gaze),noun,a2,,नज़र (f) / निगाह (f) / दृष्टि (f),nazar (f) / nigāh (f) / dr̥ṣṭi (f)
"look (gaze, glance)",noun,a2,,नज़र (f) / झलक (f) / निगाह (f) / दृष्टि (f),nazar (f) / jhalak (f) / nigāh (f) / dr̥ṣṭi (f)
looking forward (to something),adverb,a2,,बेसब्री से / उत्सुकता से / प्रतीक्षारत,bēsabrī sē / utsukatā sē / pratīkṣārat
lorry,noun,a2,,ट्रक (m) / लॉरी (f) / माल ढोने वाली गाड़ी (f),ṭrak (m) / lôrī (f) / māl ḍhōnē vālī gāṛī (f)
lorry / truck,noun,a2,,ट्रक (m) / लॉरी (f) / माल ढोने वाली गाड़ी (f),ṭrak (m) / lôrī (f) / māl ḍhōnē vālī gāṛī (f)
lost (missing or forfeited),adjective,a2,,खोया हुआ / गुमशुदा / लुप्त,khōyā huā / gumaśudā / lupt
lost (unable to find way),adjective,a2,,रास्ता भूला हुआ / भटका हुआ / गुमराही में,rāstā bhūlā huā / bhaṭakā huā / gumarāhī mēṁ
"lot (many, much)",determiner,a2,,बहुत / ढेर सारा / काफ़ी,bahut / ḍhēr sārā / kāfī
loud,adverb,a2,,ज़ोर से / ऊँची आवाज़ में,zōr sē / ūm̐cī āvāz mēṁ
loud (adverb),adverb,a2,,ज़ोर से / ऊँची आवाज़ में,zōr sē / ūm̐cī āvāz mēṁ
"loud (garish, bright colors)",adjective,a2,,भड़कीला / चटकीला / तेज़,bhaṛakīlā / caṭakīlā / tēz
"loud (sound, volume)",adjective,a2,,ऊँचा / तेज़ / बुलंद,ūm̐cā / tēz / bulaṁd
loudly,adverb,a2,,ज़ोर से / ऊँची आवाज़ में,zōr sē / ūm̐cī āvāz mēṁ
"lovely (attractive, beautiful)",adjective,a2,,प्यारा / ख़ूबसूरत / सुंदर,pyārā / k͟hūbasūrat / suṁdar
"lovely (delightful, very nice)",adjective,a2,,अच्छा / प्यारा / मनमोहक,acchā / pyārā / manamōhak
"low (in quantity, amount)",adjective,a2,,कम / थोड़ा / अल्प,kam / thōṛā / alp
low (in volume),adverb,a2,,धीरे से / धीमी आवाज़ में,dhīrē sē / dhīmī āvāz mēṁ
"low (positionally, near the ground)",adverb,a2,,नीचे / ज़मीन पर / निम्न,nīcē / zamīn par / nimn
"low (sound, volume)",adjective,a2,,धीमा / कम,dhīmā / kam
luck,noun,a2,,क़िस्मत (f) / भाग्य (m) / नसीब (m),qismat (f) / bhāgy (m) / nasīb (m)
lucky (bringing good fortune),adjective,a2,,ख़ुशक़िस्मत / भाग्यशाली / नसीबवाला / सौभाग्यशाली,k͟huśaqismat / bhāgyaśālī / nasībavālā / saubhāgyaśālī
magazine (ammunition clip),noun,a2,,मैगज़ीन (f) / कारतूस-कोष (m),maigazīn (f) / kāratūs-kōṣa (m)
"mail (email, digital)",noun,a2,,ईमेल (f) / इलेक्ट्रॉनिक डाक (f),īmēl (f) / ilēkṭrônik ḍāk (f)
"mail (physical post, letters)",noun,a2,,डाक (f) / चिट्ठी (f) / पत्र (m),ḍāk (f) / ciṭṭhī (f) / patr (m)
"major (primary, main)",adjective,a2,,मुख्य / प्रमुख / बड़ा,mukhy / pramukh / baṛā
male,adjective,a2,,नर / पुरुष,nar / puruṣa
male (gender classification),noun,a2,,पुरुष (m) / नर (m),puruṣa (m) / nar (m)
"male (person, formal)",noun,a2,,पुरुष (m) / मर्द (m),puruṣa (m) / mard (m)
"manager (formal, administrative)",noun,a2,,मैनेजर (m) / प्रबंधक (m) / व्यवस्थापक (m),mainējar (m) / prabaṁdhak (m) / vyavasthāpak (m)
manner (behavior or deportment),noun,a2,,तरीक़ा (m) / ढंग (m) / व्यवहार (m) / आचरण (m),tarīqā (m) / ḍhaṁg (m) / vyavahār (m) / ācaraṇa (m)
manner (method or style),noun,a2,,तरीक़ा (m) / ढंग (m) / विधि (f) / शैली (f),tarīqā (m) / ḍhaṁg (m) / vidhi (f) / śailī (f)
manners,noun,a2,,तहज़ीब (f) / शिष्टाचार (m) / आदाब (m),tahazīb (f) / śiṣṭācār (m) / ādāb (m)
many,determiner,a2,,कई / बहुत से / अनेक,kaī / bahut sē / anēk
march (procession),noun,a2,,जुलूस (m) / मार्च (m) / शोभायात्रा (f),julūs (m) / mārc (m) / śōbhāyātrā (f)
mark (score),noun,a2,,नंबर (m) / अंक (m),naṁbar (m) / aṁk (m)
material (information or data),noun,a2,,जानकारी (f) / सामग्री (f) / डेटा (m),jānakārī (f) / sāmagrī (f) / ḍēṭā (m)
material (substance or fabric),noun,a2,,कपड़ा (m) / सामग्री (f) / पदार्थ (m),kapaṛā (m) / sāmagrī (f) / padārth (m)
mathematics,noun,a2,,गणित (m) / हिसाब (m),gaṇit (m) / hisāb (m)
mathematics (formal),noun,a2,,हिसाब (m) / गणित (m) / अंकगणित (m),hisāb (m) / gaṇit (m) / aṁkagaṇit (m)
"matter (issue, affair)",noun,a2,,बात (f) / मामला (m) / विषय (m),bāt (f) / māmalā (m) / viṣay (m)
"matter (substance, physical material)",noun,a2,,चीज़ (f) / पदार्थ (m) / द्रव्य (m),cīz (f) / padārth (m) / dravy (m)
"may (permission, request)",modal verb,a2,,इजाज़त मिलना / अनुमति मिलना / अनुमति होना,ijāzat milanā / anumati milanā / anumati hōnā
may (possibility),modal verb,a2,,हो सकना / मुमकिन होना / संभावना होना,hō sakanā / mumakin hōnā / saṁbhāvanā hōnā
media,noun,a2,,मीडिया (f) / संचार माध्यम (m) / जनसंचार (m),mīḍiyā (f) / saṁcār mādhyam (m) / janasaṁcār (m)
medical,adjective,a2,,मेडिकल / चिकित्सकीय / औषधीय,mēḍikal / cikitsakīy / auṣadhīy
medicine (field of study),noun,a2,,डॉक्टरी (f) / चिकित्सा (f) / आयुर्विज्ञान (m),ḍôkṭarī (f) / cikitsā (f) / āyurvijñān (m)
"memory (computing, storage)",noun,a2,,मेमोरी (f) / स्मृति (f) / भंडारण (m),mēmōrī (f) / smr̥ti (f) / bhaṁḍāraṇa (m)
metal,noun,a2,,मेटल (m) / धातु (f),mēṭal (m) / dhātu (f)
method (way or manner of executing),noun,a2,,तरीक़ा (m) / ढंग (m) / विधि (f) / प्रणाली (f),tarīqā (m) / ḍhaṁg (m) / vidhi (f) / praṇālī (f)
middle,noun,a2,,बीच (m) / मध्य (m) / केंद्र (m),bīc (m) / madhy (m) / kēṁdr (m)
might,modal verb,a2,,हो सकता है / शायद / मुमकिन है कि,hō sakatā hai / śāyad / mumakin hai ki
mind,noun,a2,,मन (m) / दिमाग़ (m) / चित्त (m) / बुद्धि (f),man (m) / dimāġa (m) / citt (m) / buddhi (f)
mine (referring to a person or animate entity),pronoun,a2,,मेरा / मेरी / मेरे,mērā / mērī / mērē
mine (referring to an object or neuter entity),pronoun,a2,,मेरा / मेरी / मेरे,mērā / mērī / mērē
"mine (singular, female)",pronoun,a2,,मेरी,mērī
"mine (singular, male)",pronoun,a2,,मेरा,mērā
mirror,noun,a2,,आईना (m) / शीशा (m) / दर्पण (m),āīnā (m) / śīśā (m) / darpaṇa (m)
missing (absent or lacking a part),adjective,a2,,ग़ायब / लापता / अनुपस्थित / लुप्त,ġāyab / lāpatā / anupasthit / lupt
missing (lost or disappeared),adjective,a2,,ग़ायब / लापता / गुमशुदा / लुप्त,ġāyab / lāpatā / gumaśudā / lupt
mobile,noun,a2,,मोबाइल (m) / फ़ोन (m) / दूरभाष (m),mōbāil (m) / fōn (m) / dūrabhāṣa (m)
mobile (able to move or be moved),adjective,a2,,चलायमान / गतिशील / जंगम,calāyamān / gatiśīl / jaṁgam
mobile (relating to cell phones or communication),adjective,a2,,मोबाइल / सेलुलर / दूरभाषी,mōbāil / sēlular / dūrabhāṣī
monkey,noun,a2,,बंदर (m) / वानर (m) / कपि (m),baṁdar (m) / vānar (m) / kapi (m)
moon,noun,a2,,चाँद (m) / चंद्रमा (m) / शशि (m),cām̐d (m) / caṁdramā (m) / śaśi (m)
"mostly (majority, usually)",adverb,a2,,ज़्यादातर / अधिकतर / बहुधा,zyādātar / adhikatar / bahudhā
mostly (primarily),adverb,a2,,मुख्य रूप से / प्रधानतः,mukhy rūp sē / pradhānataḥ
movement (agitation),noun,a2,,हरकत (f) / गति (f) / चाल (f),harakat (f) / gati (f) / cāl (f)
movement (political or social),noun,a2,,आंदोलन (m) / तहरीक (f) / अभियान (m),āṁdōlan (m) / taharīk (f) / abhiyān (m)
musical (melodious or talented),adjective,a2,,सुरीला / मधुर / संगीतज्ञ,surīlā / madhur / saṁgītajña
musical (related to music),adjective,a2,,संगीत संबंधी / सांगीतिक,saṁgīt saṁbaṁdhī / sāṁgītik
musician,noun,a2,,संगीतकार (m) / गायक (m) / वादक (m),saṁgītakār (m) / gāyak (m) / vādak (m)
"must (strong probability, deduction)",modal verb,a2,,ज़रूर / अवश्य / होना चाहिए,zarūr / avaśy / hōnā cāhiē
"myself (by myself, alone)",pronoun,a2,,ख़ुद / अकेले / अपने आप / स्वयं,k͟hud / akēlē / apanē āp / svayaṁ
myself (I myself),pronoun,a2,,मैं ख़ुद / मैं स्वयं,maiṁ k͟hud / maiṁ svayaṁ
myself (reflexive),pronoun,a2,,अपने आप को / ख़ुद को / स्वयं को,apanē āp kō / k͟hud kō / svayaṁ kō
narrow (limited scope),adjective,a2,,सीमित / तंग / संकीर्ण,sīmit / taṁg / saṁkīrṇa
narrow (physical width),adjective,a2,,तंग / संकरा,taṁg / saṁkarā
national,adjective,a2,,राष्ट्रीय / क़ौमी / देशीय,rāṣṭrīy / qaumī / dēśīy
"nature (character, disposition)",noun,a2,,स्वभाव (m) / प्रकृति (f) / मिज़ाज (m),svabhāv (m) / prakr̥ti (f) / mizāj (m)
"near (approximately, around)",preposition,a2,,लगभग / क़रीब / आस-पास,lagabhag / qarīb / ās-pās
nearly,adverb,a2,,लगभग / क़रीब-क़रीब / तक़रीबन,lagabhag / qarīb-qarīb / taqarīban
"necessary (essential, formal)",adjective,a2,,ज़रूरी / आवश्यक / अनिवार्य,zarūrī / āvaśyak / anivāry
"neck (of a bottle, container)",noun,a2,,गरदन (f) / मुँह (m),garadan (f) / mum̐h (m)
neck (of clothing),noun,a2,,गला (m) / गरदन (f),galā (m) / garadan (f)
"need (financial lack, want)",noun,a2,,ज़रूरत (f) / कमी (f) / अभाव (m),zarūrat (f) / kamī (f) / abhāv (m)
"need (poverty, distress)",noun,a2,,ग़रीबी (f) / तंगी (f) / दरिद्रता (f),ġarībī (f) / taṁgī (f) / daridratā (f)
"neither (adverb, expressing negative agreement)",determiner,a2,,भी नहीं / न ही,bhī nahīṁ / n hī
"neither (correlative conjunction, as in 'neither...nor')",determiner,a2,,न...न / न तो...न ही,n...n / n tō...n hī
"neither (of two things, people)",pronoun,a2,,न कोई / दोनों में से कोई नहीं,n kōī / dōnōṁ mēṁ sē kōī nahīṁ
neither... nor...,pronoun,a2,,न... न... / न तो... न ही...,n... n... / n tō... n hī...
nervous (anxious),adjective,a2,,घबराया हुआ / बेचैन / परेशान,ghabarāyā huā / bēcain / parēśān
"network (social, professional group)",noun,a2,,नेटवर्क (m) / जाल (m) / तंत्र (m),nēṭavark (m) / jāl (m) / taṁtr (m)
"network (telecommunications, infrastructure)",noun,a2,,नेटवर्क (m) / जाल (m) / तंत्र (m),nēṭavark (m) / jāl (m) / taṁtr (m)
noise (general sound),noun,a2,,आवाज़ (f) / ध्वनि (f),āvāz (f) / dhvani (f)
"noise (racket, commotion)",noun,a2,,शोर (m) / हंगामा (m) / कोलाहल (m),śōr (m) / haṁgāmā (m) / kōlāhal (m)
