english_word,word_class,tamil_translation,transliteration,verb_transitivity,level
"why (for what reason, purpose)",adverb,எதற்கு / ஏன்,etaṟku / ēṉ,,a1
will (future tense marker),modal verb,எதிர்காலம் / வருங்காலம்,etirkālam / varuṅkālam,,a1
will (intention or promise),modal verb,நோக்கம் / உறுதி,nōkkam / uṟuti,,a1
wine,noun,ஒயின் / திராட்சை ரசம்,oyiṉ / tirāṭcai racam,,a1
"wine (formal, literary term)",noun,திராட்சை ரசம் / மது,tirāṭcai racam / matu,,a1
winter,noun,குளிர் காலம் / பனிக்காலம்,kuḷir kālam / paṉikkālam,,a1
winter (cold season),noun,குளிர் காலம் / பனிக்காலம்,kuḷir kālam / paṉikkālam,,a1
"with (company, association)",preposition,உடன் / கூட,uṭaṉ / kūṭa,,a1
"with (instrument, means)",preposition,ஆல் / கொண்டு,āl / koṇṭu,,a1
without (lack of),preposition,இல்லாமல் / இன்றி,illāmal / iṉṟi,,a1
"without (suffix, formal)",preposition,அற்ற / இன்றி,aṟṟa / iṉṟi,,a1
woman,noun,பெண் / பெண்மணி / மாதர்,peṇ / peṇmaṇi / mātar,,a1
"wonderful (awe-inspiring, amazing)",adjective,அற்புதமான / வியத்தகு / அதிசயமான,aṟputamāṉa / viyattaku / aticayamāṉa,,a1
word (promise or speech),noun,வார்த்தை / சொல் / உறுதிமொழி,vārttai / col / uṟutimoḻi,,a1
word (single linguistic unit),noun,சொல் / வார்த்தை / பதம்,col / vārttai / patam,,a1
"work (employment, job)",noun,வேலை / பணி / உத்தியோகம்,vēlai / paṇi / uttiyōkam,,a1
work (task or labour),noun,வேலை / பணி / உழைப்பு,vēlai / paṇi / uḻaippu,,a1
worker (general employee),noun,ஊழியர் / பணியாளர் / வேலையாள்,ūḻiyar / paṇiyāḷar / vēlaiyāḷ,,a1
"worker (manual laborer, factory)",noun,தொழிலாளி / வேலையாள்,toḻilāḷi / vēlaiyāḷ,,a1
world,noun,உலகம் / பூமி / வையம்,ulakam / pūmi / vaiyam,,a1
would (polite request),modal verb,கூடும்,kūṭum,,a1
"writer (author, literary figure)",noun,எழுத்தாளர் / ஆசிரியர் / படைப்பாளி,eḻuttāḷar / āciriyar / paṭaippāḷi,,a1
"writing (script, document)",noun,எழுத்து / ஆவணம் / படைப்பு,eḻuttu / āvaṇam / paṭaippu,,a1
writing (the act of),noun,எழுதுதல் / எழுத்து,eḻututal / eḻuttu,,a1
wrong,adjective,தவறான / பிழையான / சரியற்ற,tavaṟāṉa / piḻaiyāṉa / cariyaṟṟa,,a1
wrong (incorrect),adjective,தவறான / பிழையான / சரியற்ற,tavaṟāṉa / piḻaiyāṉa / cariyaṟṟa,,a1
year,noun,வருடம் / ஆண்டு / வற்சரம்,varuṭam / āṇṭu / vaṟcaram,,a1
yellow,adjective,மஞ்சள் / மஞ்சள் நிறமான,mañcaḷ / mañcaḷ niṟamāṉa,,a1
yellow (color),noun,மஞ்சள் / மஞ்சள் நிறம்,mañcaḷ / mañcaḷ niṟam,,a1
yes (casual),exclamation,ஆமாம் / சரி / ஆம்,āmām / cari / ām,,a1
yes (general affirmation),exclamation,ஆம் / ஆமாம் / சரி,ām / āmām / cari,,a1
yes (standard agreement),exclamation,சரி / ஆம் / ஆமாம்,cari / ām / āmām,,a1
yesterday,adverb,நேற்று,nēṟṟu,,a1
"you (formal, plural)",pronoun,நீங்கள்,nīṅkaḷ,,a1
"you (singular, casual)",pronoun,நீ,nī,,a1
you're welcome (response to thanks),exclamation,பரவாயில்லை / மகிழ்ச்சி,paravāyillai / makiḻcci,,a1
"your (plural, formal)",determiner,உங்கள்,uṅkaḷ,,a1
"your (singular, casual)",determiner,உன்னுடைய / உனது,uṉṉuṭaiya / uṉatu,,a1
"yourself (formal, singular)",pronoun,உங்களை நீங்களே / தாங்களே,uṅkaḷai nīṅkaḷē / tāṅkaḷē,,a1
"yourself (formal, singular/plural)",pronoun,உங்களை நீங்களே / தாங்களே,uṅkaḷai nīṅkaḷē / tāṅkaḷē,,a1
"yourself (informal, singular)",pronoun,உன்னை நீயே / உன்னையே,uṉṉai nīyē / uṉṉaiyē,,a1
a couple of (two or three),noun,இரண்டு மூன்று / சில,iraṇṭu mūṉṟu / cila,,a2
a couple of (two),noun,இரண்டு / ஒரு ஜோடி,iraṇṭu / oru jōṭi,,a2
ability (talent or specific skill),noun,திறமை / ஆற்றல் / திறன்,tiṟamai / āṟṟal / tiṟaṉ,,a2
able,adjective,திறமையான / ஆற்றல் மிக்க,tiṟamaiyāṉa / āṟṟal mikka,,a2
abroad (direction),adverb,வெளிநாட்டுக்கு / வெளிநாட்டிற்கு / அயல்நாட்டுக்கு,veḷināṭṭukku / veḷināṭṭiṟku / ayalnāṭṭukku,,a2
abroad (location),adverb,வெளிநாட்டில் / அயல்நாட்டில்,veḷināṭṭil / ayalnāṭṭil,,a2
accident,noun,விபத்து / நேர்ச்சி / அசம்பாவிதம்,vipattu / nērcci / acampāvitam,,a2
according to,preposition,படி / இணங்க / அதன்படி,paṭi / iṇaṅka / ataṉpaṭi,,a2
"across (in width, diameter)",adverb,குறுக்கே / அகலவாக்கில்,kuṟukkē / akalavākkil,,a2
active (operational),adjective,செயல்படும் / இயங்கும் / சுறுசுறுப்பான,ceyalpaṭum / iyaṅkum / cuṟucuṟuppāṉa,,a2
"actually (in reality, truth)",adverb,உண்மையில் / மெய்யாகவே,uṇmaiyil / meyyākavē,,a2
adult (fully grown),adjective,வயது வந்த / வளர்ந்த / முதிர்ந்த,vayatu vanta / vaḷarnta / mutirnta,,a2
adult (mature themes),adjective,வயது வந்தோருக்கான / பெரியவர்களுக்கான / முதிர்ந்தோருக்கான,vayatu vantōrukkāṉa / periyavarkaḷukkāṉa / mutirntōrukkāṉa,,a2
advantage (competitive lead),noun,அனுகூலம் / நன்மை / சாதகம் / மேன்மை,aṉukūlam / naṉmai / cātakam / mēṉmai,,a2
adventure,noun,சாகசம் / துணிகரப் பயணம்,cākacam / tuṇikarap payaṇam,,a2
advertisement,noun,விளம்பரம் / அறிவிப்பு,viḷamparam / aṟivippu,,a2
advertising,noun,விளம்பரம்,viḷamparam,,a2
advertising (commercial activity),noun,விளம்பர வணிகம் / விளம்பரத் தொழில் / விளம்பரத்துறை,viḷampara vaṇikam / viḷamparat toḻil / viḷamparattuṟai,,a2
advertising (general publicity),noun,விளம்பரம் / பரப்புரை,viḷamparam / parappurai,,a2
after (following an action),conjunction,பிறகு / பின் / பின்னர்,piṟaku / piṉ / piṉṉar,,a2
"after (later, subsequently)",adverb,பிறகு / பின்னர் / பின்பு,piṟaku / piṉṉar / piṉpu,,a2
"after (temporal sequence, following a time period)",adverb,பிறகு / பின்பு / பின்னர்,piṟaku / piṉpu / piṉṉar,,a2
against (opposing),preposition,எதிராக / எதிர்த்து,etirāka / etirttu,,a2
"against (touching, leaning on)",preposition,மீது / சாய்ந்து,mītu / cāyntu,,a2
age (historical era),noun,காலம் / யுகம் / சகாப்தம்,kālam / yukam / cakāptam,,a2
ah (realization),exclamation,ஆ / ஓ,ā / ō,,a2
"ah (relief, satisfaction)",exclamation,ஆ / அப்பாடா / அஹா,ā / appāṭā / ahā,,a2
airline,noun,விமான நிறுவனம் / விமான சேவை,vimāṉa niṟuvaṉam / vimāṉa cēvai,,a2
alive (living),adjective,உயிருடன் / உயிரோடு / வாழ்கின்ற,uyiruṭaṉ / uyirōṭu / vāḻkiṉṟa,,a2
"all (every, entire)",determiner,எல்லா / முழு / சகல,ellā / muḻu / cakala,,a2
all (everyone),pronoun,எல்லோரும் / அனைவரும்,ellōrum / aṉaivarum,,a2
all (everything),pronoun,எல்லாம் / அனைத்தும்,ellām / aṉaittum,,a2
all (pronoun),adverb,முற்றிலும் / முழுவதும்,muṟṟilum / muḻuvatum,,a2
all (quantifier),adverb,முற்றிலும் / முழுவதும்,muṟṟilum / muḻuvatum,,a2
all (the whole of),adjective,முழு / சகல,muḻu / cakala,,a2
all right (agreement),adverb,நன்றாக / சரியாக,naṉṟāka / cariyāka,,a2
"all right (agreement, as an adverb)",adverb,நன்றாக / சரியாக,naṉṟāka / cariyāka,,a2
"all right (agreement, okay)",adjective,சரி / நலமாக,cari / nalamāka,,a2
all right (formal assent),exclamation,சரி / ஆகட்டும்,cari / ākaṭṭum,,a2
all right (general agreement),exclamation,சரி / ஓகே,cari / ōkē,,a2
"all right (health, safety)",adverb,நலமாக / பத்திரமாக,nalamāka / pattiramāka,,a2
"all right (safely, in good health)",adverb,நலமாக / பத்திரமாக,nalamāka / pattiramāka,,a2
"all right (well, healthy)",adjective,நலமாக / ஆரோக்கியமாக,nalamāka / ārōkkiyamāka,,a2
All right! (general agreement),exclamation,சரி! / ஓகே!,cari! / ōkē!,,a2
almost,adverb,கிட்டத்தட்ட / ஏறக்குறைய,kiṭṭattaṭṭa / ēṟakkuṟaiya,,a2
alone (only),adverb,மட்டும் / தனியாக,maṭṭum / taṉiyāka,,a2
alone (solitary),adjective,தனிமையான / தனியான / ஒருமை,taṉimaiyāṉa / taṉiyāṉa / orumai,,a2
along (accompanying),adverb,கூடவே / உடன் / சேர்ந்து,kūṭavē / uṭaṉ / cērntu,,a2
along (together with),preposition,உடன் / கூட / சேர்ந்து,uṭaṉ / kūṭa / cērntu,,a2
already,adverb,ஏற்கனவே / முன்னரே,ēṟkaṉavē / muṉṉarē,,a2
alternative,noun,மாற்று / மாற்று வழி / மாற்றுத் தேர்வு,māṟṟu / māṟṟu vaḻi / māṟṟut tērvu,,a2
among (in the middle of many),preposition,மத்தியில் / இடையே / நடுவில்,mattiyil / iṭaiyē / naṭuvil,,a2
amount (total sum),noun,தொகை / அளவு / மொத்தம்,tokai / aḷavu / mottam,,a2
ancient,adjective,பழமையான / புராதனமான / தொன்மையான,paḻamaiyāṉa / purātaṉamāṉa / toṉmaiyāṉa,,a2
"and (formal linking, also)",conjunction,மற்றும் / அத்துடன் / மேலும்,maṟṟum / attuṭaṉ / mēlum,,a2
angry (intense or formal),adjective,கோபமான / சினங்கொண்ட / சீற்றமான,kōpamāṉa / ciṉaṅkoṇṭa / cīṟṟamāṉa,,a2
"animal (wild, beast)",noun,விலங்கு / மிருகம் / காட்டு விலங்கு,vilaṅku / mirukam / kāṭṭu vilaṅku,,a2
ankle,noun,கணுக்கால்,kaṇukkāl,,a2
any (adverbial emphasis),adverb,ஏதாவது / கொஞ்சமாவது / சிறிதளவாவது,ētāvatu / koñcamāvatu / ciṟitaḷavāvatu,,a2
"any (at all, in the slightest)",adverb,சற்றும் / கொஞ்சம்கூட / சிறிதும்,caṟṟum / koñcamkūṭa / ciṟitum,,a2
any (unspecified person),adverb,யாராவது / யாரும்,yārāvatu / yārum,,a2
"any (unspecified thing, item)",adverb,ஏதாவது / எதுவும்,ētāvatu / etuvum,,a2
"any more (quantity, addition)",adverb,மேலும் / இன்னும் / கூடுதலாக,mēlum / iṉṉum / kūṭutalāka,,a2
"any more (time, cessation)",adverb,இனி இல்லை / இனிமேல் இல்லை / மேற்கொண்டு இல்லை,iṉi illai / iṉimēl illai / mēṟkoṇṭu illai,,a2
"any more (time, cessation, usually negative)",adverb,இனி இல்லை / இனிமேல் இல்லை / மேற்கொண்டு இல்லை,iṉi illai / iṉimēl illai / mēṟkoṇṭu illai,,a2
anybody (anyone at all),pronoun,யாராவது / யாரும்,yārāvatu / yārum,,a2
anybody (in questions or negative statements),pronoun,யாரும் / யாராவது,yārum / yārāvatu,,a2
