english_word,word_class,telugu_translation,transliteration,verb_transitivity,level
"necessary (essential, formal)",adjective,అవసరం / తప్పనిసరి / ఆవశ్యకమైన,avasaraṁ / tappanisari / āvaśyakamaina,,a2
"neck (of a bottle, container)",noun,మూతి,mūti,,a2
neck (of clothing),noun,మెడ / కాలర్,meḍa / kālar,,a2
"need (financial lack, want)",noun,అవసరం / కొరత / లోటు,avasaraṁ / korata / lōṭu,,a2
"need (poverty, distress)",noun,పేదరికం / కష్టం / దారిద్ర్యం,pēdarikaṁ / kaṣṭaṁ / dāridryaṁ,,a2
"neither (adverb, expressing negative agreement)",determiner,కూడా కాదు,kūḍā kādu,,a2
"neither (correlative conjunction, as in 'neither...nor')",determiner,ఏదీ కాదు,ēdī kādu,,a2
"neither (of two things, people)",pronoun,ఎవరూ కాదు / ఏదీ కాదు,evarū kādu / ēdī kādu,,a2
neither... nor...,pronoun,"అది కాదు, ఇది కాదు","adi kādu, idi kādu",,a2
nervous (anxious),adjective,ఆందోళనగా / కంగారుగా / భయంగా,āṁdōḷanagā / kaṁgārugā / bhayaṁgā,,a2
"network (social, professional group)",noun,నెట్‌వర్క్ / సంబంధాల వల,neṭvark / saṁbaṁdhāla vala,,a2
"network (telecommunications, infrastructure)",noun,నెట్‌వర్క్ / వ్యవస్థ / వల,neṭvark / vyavastha / vala,,a2
noise (general sound),noun,శబ్దం / ధ్వని,śabdaṁ / dhvani,,a2
"noise (racket, commotion)",noun,గోల / అల్లరి / రభస,gōla / allari / rabhasa,,a2
noisy,adjective,గోలగా / శబ్దం చేసే / అల్లరిగా,gōlagā / śabdaṁ cēsē / allarigā,,a2
none (referring to people),pronoun,ఎవరూ కాదు / ఎవరూ లేరు,evarū kādu / evarū lēru,,a2
normal,adjective,మామూలు / సాధారణ / సహజ,māmūlu / sādhāraṇa / sahaja,,a2
normally,adverb,మామూలుగా / సాధారణంగా / సహజంగా,māmūlugā / sādhāraṇaṁgā / sahajaṁgā,,a2
notice (announcement or sign),noun,నోటీసు / ప్రకటన / సూచన,nōṭīsu / prakaṭana / sūcana,,a2
notice (period of warning),noun,నోటీసు / హెచ్చరిక / ముందస్తు సమాచారం,nōṭīsu / heccarika / muṁdastu samācāraṁ,,a2
nowhere (indicating lack of progress),adverb,ఎక్కడికీ కాదు / ఎక్కడా లేదు,ekkaḍikī kādu / ekkaḍā lēdu,,a2
nowhere (lack of progress),adverb,ఎక్కడికీ కాదు / ఎక్కడా లేదు,ekkaḍikī kādu / ekkaḍā lēdu,,a2
"nut (edible seed, fruit)",noun,పప్పు / గింజ,pappu / giṁja,,a2
nut (edible),noun,పప్పు / గింజ,pappu / giṁja,,a2
nut (mechanical fastener),noun,నట్,naṭ,,a2
offer (proposal),noun,ఆఫర్ / ప్రతిపాదన,āphar / pratipādana,,a2
offer (special deal),noun,ఆఫర్ / ప్రత్యేక తగ్గింపు / రాయితీ,āphar / pratyēka taggiṁpu / rāyitī,,a2
officer,noun,అధికారి / ఉద్యోగి,adhikāri / udyōgi,,a2
often (frequently),adverb,తరచుగా / బహుళంగా,taracugā / bahuḷaṁgā,,a2
"oil (petroleum, fuel)",noun,చమురు / పెట్రోలియం,camuru / peṭrōliyaṁ,,a2
"online (person, device connected status)",adjective,ఆన్‌లైన్,ānlain,,a2
online (via the internet medium),adjective,ఆన్‌లైన్,ānlain,,a2
"onto (aware of, pursuing)",preposition,గురించి / పై,guriṁci / pai,,a2
"onto (movement, position)",preposition,పైకి / మీదకు,paiki / mīdaku,,a2
"opinion (viewpoint, stance)",noun,అభిప్రాయం / ఉద్దేశం / మతం,abhiprāyaṁ / uddēśaṁ / mataṁ,,a2
opportunity,noun,అవకాశం / సదవకాశం,avakāśaṁ / sadavakāśaṁ,,a2
option,noun,ఎంపిక / అవకాశం / ఆప్షన్,eṁpika / avakāśaṁ / āpṣan,,a2
or,conjunction,లేదా / లేక,lēdā / lēka,,a2
or (whether... or...),conjunction,లేదా / లేక,lēdā / lēka,,a2
ordinary,adjective,సాధారణ / మామూలు,sādhāraṇa / māmūlu,,a2
organization (structure or arrangement),noun,ఏర్పాటు / వ్యవస్థ,ērpāṭu / vyavastha,,a2
"organization (the formal body, entity)",noun,సంస్థ / సంఘం,saṁstha / saṁghaṁ,,a2
"original (creative, novel)",adjective,అసలైన / నూతన / సృజనాత్మక,asalaina / nūtana / sr̥janātmaka,,a2
"original (source, first)",adjective,అసలు / మొదటి / మూల,asalu / modaṭi / mūla,,a2
other (the remaining),adjective,ఇతర / మిగిలిన,itara / migilina,,a2
ourselves (without help),pronoun,మనమే / స్వయంగా,manamē / svayaṁgā,,a2
outside (attributive),adjective,బయటి / బాహ్య,bayaṭi / bāhya,,a2
outside (location),preposition,బయట,bayaṭa,,a2
"outside (location, adverb)",noun,బయట,bayaṭa,,a2
"outside (location, direction)",adjective,బయటి / వెలుపలి,bayaṭi / velupali,,a2
outside (the exterior surface),noun,బయటి భాగం / బాహ్య భాగం / వెలుపలి వైపు,bayaṭi bhāgaṁ / bāhya bhāgaṁ / velupali vaipu,,a2
oven,noun,ఓవెన్ / పొయ్యి,ōven / poyyi,,a2
owner (female),noun,యజమానురాలు / అధిపతిని,yajamānurālu / adhipatini,,a2
pain,noun,నొప్పి / బాధ,noppi / bādha,,a2
painter (artist),noun,చిత్రకారుడు,citrakāruḍu,,a2
painter (house decorator),noun,పెయింటర్ / రంగులు వేసేవాడు,peyiṁṭar / raṁgulu vēsēvāḍu,,a2
palace,noun,రాజభవనం / మందిరం,rājabhavanaṁ / maṁdiraṁ,,a2
"parking (place, area)",noun,పార్కింగ్ / వాహన నిలుపుదల స్థలం,pārkiṁg / vāhana nilupudala sthalaṁ,,a2
particular (fussy),adjective,మరీ శ్రద్ధగా ఉండే / అతి జాగ్రత్త గల,marī śraddhagā uṁḍē / ati jāgratta gala,,a2
passenger,noun,ప్రయాణికుడు,prayāṇikuḍu,,a2
patient,noun,రోగి,rōgi,,a2
pattern (design or motif),noun,నమూనా / ఆకృతి,namūnā / ākr̥ti,,a2
pattern (sequence or trend),noun,ధోరణి / పద్ధతి,dhōraṇi / paddhati,,a2
pay (salary),noun,జీతం / వేతనం,jītaṁ / vētanaṁ,,a2
pay (wages for labor),noun,కూలి / వేతనం,kūli / vētanaṁ,,a2
peace (mental contentment),noun,శాంతి / ప్రశాంతత,śāṁti / praśāṁtata,,a2
penny,noun,పైసా / పెన్నీ,paisā / pennī,,a2
"per (according to, as dictated)",preposition,ప్రకారం,prakāraṁ,,a2
"per (rate, distribution)",preposition,ఒక్కొక్కటి / ప్రతి,okkokkaṭi / prati,,a2
per cent,noun,శాతం,śātaṁ,,a2
perhaps,adverb,బహుశా / ఒకవేళ,bahuśā / okavēḷa,,a2
"permission (official document, license)",noun,అనుమతి పత్రం / లైసెన్స్,anumati patraṁ / laisens,,a2
"person (neutral, polite)",noun,వ్యక్తి / మనిషి,vyakti / maniṣi,,a2
personality (famous person),noun,ప్రముఖుడు / పర్సనాలిటీ,pramukhuḍu / parsanāliṭī,,a2
personality (general),noun,వ్యక్తిత్వం,vyaktitvaṁ,,a2
pet (animal companion),noun,పెంపుడు జంతువు / పెట్,peṁpuḍu jaṁtuvu / peṭ,,a2
petrol,noun,పెట్రోల్,peṭrōl,,a2
"physical (relating to material reality, matter)",adjective,భౌతిక / ప్రాపంచిక,bhautika / prāpaṁcika,,a2
physical (relating to the body),adjective,శారీరక / దైహిక,śārīraka / daihika,,a2
physics,noun,భౌతిక శాస్త్రం / ఫిజిక్స్,bhautika śāstraṁ / phijiks,,a2
piece (artwork or music),noun,రచన / భాగం / ఖండం,racana / bhāgaṁ / khaṁḍaṁ,,a2
piece (land),noun,భాగం / ఖండం / ముక్క,bhāgaṁ / khaṁḍaṁ / mukka,,a2
pilot,noun,పైలట్ / విమాన చోదకుడు,pailaṭ / vimāna cōdakuḍu,,a2
pitchfork (large farming tool),noun,ముళ్ళ పార,muḷḷa pāra,,a2
plane (flat surface),noun,తలం / సమతలం,talaṁ / samatalaṁ,,a2
planet,noun,గ్రహం,grahaṁ,,a2
"plastic (credit, debit card)",noun,ప్లాస్టిక్ కార్డు / కార్డు,plāsṭik kārḍu / kārḍu,,a2
plastic (the material),adjective,ప్లాస్టిక్,plāsṭik,,a2
plate (dish),noun,ప్లేటు / పళ్ళెం,plēṭu / paḷḷeṁ,,a2
plate (flat sheet),noun,పలక / రేకు / ప్లేటు,palaka / rēku / plēṭu,,a2
platform (railway station),noun,ప్లాట్‌ఫారం,plāṭphāraṁ,,a2
"platform (stage, dais)",noun,వేదిక / పీఠం,vēdika / pīṭhaṁ,,a2
pleased (in formal greetings),adjective,సంతోషం / ఆనందం,saṁtōṣaṁ / ānaṁdaṁ,,a2
"police (official term for officer, force)",noun,పోలీసులు / రక్షక భటుడు,pōlīsulu / rakṣaka bhaṭuḍu,,a2
"police force, department",noun,పోలీసు శాఖ / పోలీసు దళం,pōlīsu śākha / pōlīsu daḷaṁ,,a2
polite (courteous),adjective,మర్యాదగా / వినయంగా / సభ్యత గల,maryādagā / vinayaṁgā / sabhyata gala,,a2
pollution,noun,కాలుష్యం,kāluṣyaṁ,,a2
pop,adjective,ప్రజాదరణ పొందిన / ప్రసిద్ధ,prajādaraṇa poṁdina / prasiddha,,a2
pop (music genre),noun,పాప్ సంగీతం / పాప్,pāp saṁgītaṁ / pāp,,a2
pop (related to pop culture/music),adjective,పాప్,pāp,,a2
"pop (soda, fizzy drink)",noun,సోడా / ఫిజ్జీ డ్రింక్,sōḍā / phijjī ḍriṁk,,a2
pop (sudden sharp sound),noun,టప్ / శబ్దం,ṭap / śabdaṁ,,a2
population,noun,జనాభా / జనావళి / ప్రజలు,janābhā / janāvaḷi / prajalu,,a2
"position (job, employment)",noun,ఉద్యోగం / పదవి / స్థానం,udyōgaṁ / padavi / sthānaṁ,,a2
"position (location, place)",noun,స్థానం / ప్రదేశం / చోటు,sthānaṁ / pradēśaṁ / cōṭu,,a2
possession (belongings),noun,వస్తువులు / ఆస్తులు / సొత్తు,vastuvulu / āstulu / sottu,,a2
possession (ownership status),noun,యాజమాన్యం / స్వాధీనం / ఆధీనం,yājamānyaṁ / svādhīnaṁ / ādhīnaṁ,,a2
possibility,noun,అవకాశం / వీలు / సాధ్యత,avakāśaṁ / vīlu / sādhyata,,a2
poster,noun,పోస్టర్ / ప్రకటన పత్రం,pōsṭar / prakaṭana patraṁ,,a2
potential (likelihood of success),noun,సామర్థ్యం / అవకాశం / శక్తి,sāmarthyaṁ / avakāśaṁ / śakti,,a2
power (authority),noun,అధికారం / శక్తి,adhikāraṁ / śakti,,a2
"power (electricity, energy)",noun,విద్యుత్ / కరెంటు / శక్తి,vidyut / kareṁṭu / śakti,,a2
power (strength),noun,శక్తి / బలం / సత్తువ,śakti / balaṁ / sattuva,,a2
practice (custom),noun,ఆచారం / పద్ధతి / సంప్రదాయం,ācāraṁ / paddhati / saṁpradāyaṁ,,a2
"preference (liking, choice)",noun,ప్రాధాన్యత / ఇష్టం / ఎంపిక,prādhānyata / iṣṭaṁ / eṁpika,,a2
president (of a country),noun,రాష్ట్రపతి / అధ్యక్షుడు,rāṣṭrapati / adhyakṣuḍu,,a2
"president (of an organization, committee)",noun,అధ్యక్షుడు / సభాపతి,adhyakṣuḍu / sabhāpati,,a2
printer,noun,ప్రింటర్ / ముద్రణ యంత్రం,priṁṭar / mudraṇa yaṁtraṁ,,a2
"prison (confinement, traditional term)",noun,జైలు / కారాగారం / చెరసాల,jailu / kārāgāraṁ / cerasāla,,a2
prize,noun,బహుమతి / పారితోషికం / ప్రైజ్,bahumati / pāritōṣikaṁ / praij,,a2
probably (formal),adverb,బహుశా / కావచ్చు,bahuśā / kāvaccu,,a2
probably (likely),adverb,బహుశా / కావచ్చు,bahuśā / kāvaccu,,a2
"professional (salaried, non-amateur)",adjective,వృత్తిపరమైన / నిపుణులైన / ప్రొఫెషనల్,vr̥ttiparamaina / nipuṇulaina / propheṣanal,,a2
professor (academic rank),noun,ప్రొఫెసర్ / ఆచార్యుడు,prophesar / ācāryuḍu,,a2
profile (personal summary),noun,ప్రొఫైల్ / వ్యక్తిగత వివరాలు,prophail / vyaktigata vivarālu,,a2
profile (side view),noun,ప్రొఫైల్ / పార్శ్వ చిత్రం,prophail / pārśva citraṁ,,a2
program (computer software),noun,ప్రోగ్రామ్ / కార్యక్రమం,prōgrām / kāryakramaṁ,,a2
"program (event, schedule, show)",noun,కార్యక్రమం / ప్రదర్శన / ప్రణాళిక / ప్రోగ్రామ్,kāryakramaṁ / pradarśana / praṇāḷika / prōgrām,,a2
