english_word,word_class,level,verb_transitivity,translation,transliteration
"excitement (thrill, anticipation)",noun,a2,,उत्साह (m) / रोमांच (m) / उत्तेजना (f),utsāh (m) / rōmāṁc (m) / uttējanā (f)
exhibition,noun,a2,,नुमाइश (f) / प्रदर्शनी (f) / प्रदर्शन (m),numāiśa (f) / pradarśanī (f) / pradarśan (m)
expected (required),adjective,a2,,ज़रूरी / अपेक्षित / वांछित,zarūrī / apēkṣit / vāṁchit
"expedition (journey, exploration)",noun,a2,,अभियान (m) / यात्रा (f) / खोज यात्रा (f),abhiyān (m) / yātrā (f) / khōj yātrā (f)
expedition (military campaign),noun,a2,,अभियान (m) / सैनिक अभियान (m) / चढ़ाई (f),abhiyān (m) / sainik abhiyān (m) / caṛhāī (f)
experienced,adjective,a2,,अनुभवी / तजुर्बेकार / कुशल,anubhavī / tajurbēkār / kuśal
"expert (specialist, master)",noun,a2,,माहिर (m) / विशेषज्ञ (m) / कुशल (m),māhir (m) / viśēṣajña (m) / kuśal (m)
export,noun,a2,,निर्यात (m) / बाहर भेजना (m),niryāt (m) / bāhar bhējanā (m)
"extra (additional item, surplus)",adverb,a2,,ज़्यादा / अतिरिक्त / और,zyādā / atirikt / aur
"extra (charge, cost)",noun,a2,,ज़्यादा ख़र्च (m) / अतिरिक्त शुल्क (m) / अधिभार (m),zyādā k͟harc (m) / atirikt śulk (m) / adhibhār (m)
extra (surplus item),noun,a2,,ज़्यादा चीज़ (f) / अतिरिक्त वस्तु (f) / अधिशेष (m),zyādā cīz (f) / atirikt vastu (f) / adhiśēṣa (m)
"extraordinary (amazing, remarkable)",adjective,a2,,कमाल का / अद्भुत / असाधारण / अनोखा,kamāl kā / adbhut / asādhāraṇa / anōkhā
fairly (equitably),adverb,a2,,ईमानदारी से / निष्पक्ष रूप से / न्यायसंगत रूप से,īmānadārī sē / niṣpakṣa rūp sē / nyāyasaṁgat rūp sē
"fairly (quite, somewhat)",adverb,a2,,काफ़ी / कुछ हद तक / थोड़ा बहुत,kāfī / kuch had tak / thōṛā bahut
familiar (improperly casual),adjective,a2,,बेतकल्लुफ़ / ज़्यादा घुलमिल जाने वाला / अनौपचारिक,bētakalluf / zyādā ghulamil jānē vālā / anaupacārik
"familiar (intimate, close)",adjective,a2,,जाना-पहचाना / परिचित / घनिष्ठ,jānā-pahacānā / paricit / ghaniṣṭh
"fancy (luxurious, elaborate)",adjective,a2,,शानदार / आलीशान / भव्य / सजावटी,śānadār / ālīśān / bhavy / sajāvaṭī
fantastic (imaginary),adjective,a2,,मनगढ़ंत / काल्पनिक / अवास्तविक,managaṛhaṁt / kālpanik / avāstavik
far (adjective modifying a noun),adjective,a2,,दूर का / दूरस्थ,dūr kā / dūrasth
far (spatial distance),adjective,a2,,दूर / बहुत दूर,dūr / bahut dūr
fascinating (captivating),adjective,a2,,दिलचस्प / मनमोहक / आकर्षक,dilacasp / manamōhak / ākarṣak
fascinating (very interesting),adjective,a2,,दिलचस्प / मोहक / आकर्षक,dilacasp / mōhak / ākarṣak
"fashionable (currently trendy, popular)",adjective,a2,,फ़ैशनेबल / प्रचलित / आधुनिक,faiśanēbal / pracalit / ādhunik
fashionable (of clothing or style),adjective,a2,,फ़ैशनेबल / ट्रेंडी / स्टाइलिश / आधुनिक,faiśanēbal / ṭrēṁḍī / sṭāiliśa / ādhunik
favour (kind deed),noun,a2,,एहसान (m) / मेहरबानी (f) / उपकार (m),ēhasān (m) / mēharabānī (f) / upakār (m)
favour (support or approval),noun,a2,,पक्ष (m) / समर्थन (m) / अनुमोदन (m),pakṣa (m) / samarthan (m) / anumōdan (m)
fence,noun,a2,,बाड़ (f) / घेरा (m) / चारदीवारी (f),bāṛa (f) / ghērā (m) / cāradīvārī (f)
field (area of study),noun,a2,,क्षेत्र (m) / विषय (m) / शाखा (f),kṣētr (m) / viṣay (m) / śākhā (f)
"fighting (warfare, military conflict)",noun,a2,,लड़ाई (f) / युद्ध (m) / संघर्ष (m),laṛāī (f) / yuddh (m) / saṁgharṣa (m)
"file (document, data)",noun,a2,,फ़ाइल (f) / दस्तावेज़ (m) / पत्रावली (f),fāil (f) / dastāvēz (m) / patrāvalī (f)
file (tool),noun,a2,,रेती (f) / फ़ाइल (f),rētī (f) / fāil (f)
financial,adjective,a2,,माली / आर्थिक / वित्तीय,mālī / ārthik / vittīy
fine (monetary punishment),noun,a2,,जुर्माना (m) / अर्थदंड (m),jurmānā (m) / arthadaṁḍa (m)
fitness (physical health),noun,a2,,तंदुरुस्ती (f) / स्वास्थ्य (m) / शारीरिक स्वस्थता (f),taṁdurustī (f) / svāsthy (m) / śārīrik svasthatā (f)
fitness (suitability),noun,a2,,योग्यता (f) / उपयुक्तता (f) / अनुकूलता (f),yōgyatā (f) / upayuktatā (f) / anukūlatā (f)
"fixed (repaired, mended)",adjective,a2,,ठीक किया हुआ / मरम्मत किया हुआ / सुधरा हुआ,ṭhīk kiyā huā / marammat kiyā huā / sudharā huā
"fixed (set, unchanging)",adjective,a2,,तय / निश्चित / स्थिर / निर्धारित,tay / niścit / sthir / nirdhārit
flag,noun,a2,,झंडा (m) / ध्वज (m) / पताका (f),jhaṁḍā (m) / dhvaj (m) / patākā (f)
"flood (large quantity, arrival)",noun,a2,,बाढ़ (f) / सैलाब (m) / भरमार (f),bāṛh (f) / sailāb (m) / bharamār (f)
flour,noun,a2,,आटा (m) / मैदा (m),āṭā (m) / maidā (m)
flow (of traffic or data),noun,a2,,बहाव (m) / प्रवाह (m) / आवाजाही (f),bahāv (m) / pravāh (m) / āvājāhī (f)
"focus (main theme, central point)",noun,a2,,केंद्र (m) / मुख्य बिंदु (m) / केंद्रीय विषय (m),kēṁdr (m) / mukhy biṁdu (m) / kēṁdrīy viṣay (m)
folk,adjective,a2,,लोक / जन,lōk / jan
folk (as in folk art),adjective,a2,,लोक / जन,lōk / jan
"folk (family, parents)",noun,a2,,"घरवाले (m, pl) / परिवार (m) / परिजन (m, pl)","gharavālē (m, pl) / parivār (m) / parijan (m, pl)"
following (supporters),noun,a2,,"समर्थक (m, pl) / अनुयायी (m, pl) / प्रशंसक (m, pl)","samarthak (m, pl) / anuyāyī (m, pl) / praśaṁsak (m, pl)"
"force (organized body, military)",noun,a2,,बल (m) / सेना (f) / फ़ौज (f),bal (m) / sēnā (f) / fauj (f)
force (physical strength),noun,a2,,ताक़त (f) / बल (m) / शक्ति (f),tāqat (f) / bal (m) / śakti (f)
forever (Exaggeration),adverb,a2,,हमेशा के लिए / सदियों तक / अनंत काल तक,hamēśā kē liē / sadiyōṁ tak / anaṁt kāl tak
"forever (long time, always)",adverb,a2,,हमेशा के लिए / सदा के लिए / चिरकाल तक,hamēśā kē liē / sadā kē liē / cirakāl tak
"forever (Standard, Eternal)",adverb,a2,,हमेशा के लिए / अनंत काल तक / शाश्वत रूप से,hamēśā kē liē / anaṁt kāl tak / śāśvat rūp sē
"frame (body structure, physique)",noun,a2,,जिस्म (m) / काया (f) / शरीर (m) / देह (f),jism (m) / kāyā (f) / śarīr (m) / dēh (f)
"frame (of glasses, spectacles)",noun,a2,,फ़्रेम (m) / ढाँचा (m),frēm (m) / ḍhām̐cā (m)
frequently (repeatedly),adverb,a2,,अक्सर / बार-बार / प्रायः,aksar / bār-bār / prāyaḥ
"friendship (casual, colloquial)",noun,a2,,दोस्ती (f) / यारी (f) / मित्रता (f),dōstī (f) / yārī (f) / mitratā (f)
frightened (startled),adjective,a2,,डरा हुआ / सहमा हुआ / भयभीत,ḍarā huā / sahamā huā / bhayabhīt
frightening,adjective,a2,,डरावना / भयानक / भयावह,ḍarāvanā / bhayānak / bhayāvah
frozen (iced solid),adjective,a2,,जमा हुआ / बर्फीला,jamā huā / barphīlā
"frozen (motionless, stuck)",adjective,a2,,जमा हुआ / अचल / स्तब्ध,jamā huā / acal / stabdh
"function (role, purpose)",noun,a2,,काम (m) / भूमिका (f) / कार्य (m),kām (m) / bhūmikā (f) / kāry (m)
function (social event),noun,a2,,जलसा (m) / समारोह (m) / कार्यक्रम (m),jalasā (m) / samārōh (m) / kāryakram (m)
fur,noun,a2,,रोएँ (m) / बाल (m) / लोम (m),rōēm̐ (m) / bāl (m) / lōm (m)
fur (material or garment),noun,a2,,फ़र (m) / रोएँदार कपड़ा (m),far (m) / rōēm̐dār kapaṛā (m)
further (at a greater distance),adverb,a2,,और आगे / ज़्यादा दूर,aur āgē / zyādā dūr
further (in addition; moreover),adverb,a2,,इसके अलावा / और / अतिरिक्त,isakē alāvā / aur / atirikt
garage (repair shop),noun,a2,,गैराज (m) / मरम्मत की दुकान (f),gairāj (m) / marammat kī dukān (f)
generally (broadly speaking),adverb,a2,,आमतौर पर / सामान्यतः,āmataur par / sāmānyataḥ
generally (most of the time),adverb,a2,,आमतौर पर / ज़्यादातर,āmataur par / zyādātar
generation (act of producing),noun,a2,,उत्पादन (m) / निर्माण (m),utpādan (m) / nirmāṇa (m)
generation (cohort of people),noun,a2,,पीढ़ी (f) / नस्ल (f),pīṛhī (f) / nasl (f)
"generous (of size, amount)",adjective,a2,,बड़ा / भरपूर / विशाल,baṛā / bharapūr / viśāl
"gentle (mild, non-physical, weather)",adjective,a2,,हल्का / मंद / सौम्य,halkā / maṁd / saumy
"gentle (mild, physical)",adjective,a2,,कोमल / मुलायम / नर्म,kōmal / mulāyam / narm
gentle (of character),adjective,a2,,नेक / शरीफ़ / भद्र / सौम्य,nēk / śarīf / bhadr / saumy
"gentleman (as formal address, appellation)",noun,a2,,महोदय (m) / श्रीमान (m) / सज्जन (m),mahōday (m) / śrīmān (m) / sajjan (m)
gentleman (singular noun),noun,a2,,शरीफ़ आदमी (m) / सज्जन (m) / भद्र पुरुष (m),śarīf ādamī (m) / sajjan (m) / bhadr puruṣa (m)
ghost (malevolent spirit),noun,a2,,भूत (m) / प्रेत (m) / पिशाच (m),bhūt (m) / prēt (m) / piśāc (m)
ghost (spirit of a dead person),noun,a2,,आत्मा (f) / रूह (f) / प्रेत (m),ātmā (f) / rūh (f) / prēt (m)
giant,adjective,a2,,विशाल / बहुत बड़ा / भीमकाय,viśāl / bahut baṛā / bhīmakāy
giant (mythological being or very large person),noun,a2,,दानव (m) / राक्षस (m) / दैत्य (m),dānav (m) / rākṣas (m) / daity (m)
glad (willing or happy to assist),adjective,a2,,ख़ुश / प्रसन्न / हर्षित,k͟huśa / prasann / harṣit
global,adjective,a2,,वैश्विक / विश्वव्यापी / भूमंडलीय,vaiśvik / viśvavyāpī / bhūmaṁḍalīy
glove (protective or heavy),noun,a2,,दस्ताना (m) / हाथ का मोज़ा (m),dastānā (m) / hāth kā mōzā (m)
go (a turn),noun,a2,,बारी (f) / पालि (f),bārī (f) / pāli (f)
go ahead,adverb,a2,,आगे बढ़ो / जारी रखो / बेझिझक,āgē baṛhō / jārī rakhō / bējhijhak
goods (manufactured products),noun,a2,,सामान (m) / माल (m) / उत्पाद (m),sāmān (m) / māl (m) / utpād (m)
"goods (merchandise, freight)",noun,a2,,माल (m) / सामान (m) / वस्तुएँ (f),māl (m) / sāmān (m) / vastuēm̐ (f)
"grade (level, class)",noun,a2,,कक्षा (f) / श्रेणी (f) / दर्ज़ा (m),kakṣā (f) / śrēṇī (f) / darzā (m)
"grade (quality, standard)",noun,a2,,गुणवत्ता (f) / स्तर (m) / कोटि (f),guṇavattā (f) / star (m) / kōṭi (f)
"grade (score, mark)",noun,a2,,अंक (m) / नंबर (m) / ग्रेड (m),aṁk (m) / naṁbar (m) / grēḍa (m)
graduate,noun,a2,,स्नातक (m) / ग्रेजुएट (m),snātak (m) / grējuēṭa (m)
grain (cereal crops collectively),noun,a2,,अनाज (m) / धान्य (m),anāj (m) / dhāny (m)
grain (single seed or small particle),noun,a2,,दाना (m) / कण (m) / बीज (m),dānā (m) / kaṇa (m) / bīj (m)
"grain (small particle, e.g., sand)",noun,a2,,कण (m) / रेत का कण (m),kaṇa (m) / rēt kā kaṇa (m)
grateful,adjective,a2,,आभारी / कृतज्ञ,ābhārī / kr̥tajña
guard (protective device),noun,a2,,गार्ड (m) / रक्षक (m) / सुरक्षा कवच (m),gārḍa (m) / rakṣak (m) / surakṣā kavac (m)
guilty,adjective,a2,,दोषी / अपराधी,dōṣī / aparādhī
happiness (contentment),noun,a2,,ख़ुशी (f) / संतोष (m) / प्रसन्नता (f),k͟huśī (f) / saṁtōṣa (m) / prasannatā (f)
