id,english_word,word_class,level,verb_transitivity,target_translation,transliteration
3692,"just (a moment ago, recently happened)",adjective,b1,nan,ఇప్పుడే / కొద్దిసేపటి క్రితం / తాజాగా,ippuḍē / koddisēpaṭi kritaṁ / tājāgā
3693,keen (eager),adjective,b1,nan,ఆసక్తిగల / ఉత్సాహంగా ఉన్న / ఆతురతగా ఉన్న,āsaktigala / utsāhaṁgā unna / āturatagā unna
3694,keen (sharp edge),adjective,b1,nan,పదునైన / వాడియైన,padunaina / vāḍiyaina
3695,"keen (sharp, acute)",adjective,b1,nan,పదునైన / సూక్ష్మమైన / తీక్షణమైన,padunaina / sūkṣmamaina / tīkṣaṇamaina
3696,keyboard,noun,b1,nan,కీబోర్డు / కీపలక,kībōrḍu / kīpalaka
3697,kick (thrill or excitement),noun,b1,nan,ఉత్సాహం / థ్రిల్ / ఆనందం,utsāhaṁ / thril / ānaṁdaṁ
3698,"killing (homicide, murder)",noun,b1,nan,హత్య / నరహత్య,hatya / narahatya
3699,"killing (slaughter, extermination)",noun,b1,nan,వధ / సంహారం / ఊచకోత,vadha / saṁhāraṁ / ūcakōta
3700,"kind (type, sort)",noun,b1,nan,రకం / జాతి / విధము,rakaṁ / jāti / vidhamu
3701,"kiss (formal, literary)",noun,b1,nan,ముద్దు / చుంబనం,muddu / cuṁbanaṁ
3702,knock,noun,b1,nan,తట్టడం,taṭṭaḍaṁ
3703,knock (sound),noun,b1,nan,తలుపు చప్పుడు / చప్పుడు / శబ్దం,talupu cappuḍu / cappuḍu / śabdaṁ
3704,lab (short form),noun,b1,nan,ల్యాబ్,lyāb
3705,"label (classification, designation)",noun,b1,nan,వర్గీకరణ / హోదా / పేరు,vargīkaraṇa / hōdā / pēru
3706,"label (physical sticker, tag)",noun,b1,nan,లేబుల్ / స్టిక్కర్ / ట్యాగ్ / గుర్తు,lēbul / sṭikkar / ṭyāg / gurtu
3707,laboratory (standard term),noun,b1,nan,ప్రయోగశాల / ల్యాబొరేటరీ,prayōgaśāla / lyāborēṭarī
3708,lack,noun,b1,nan,లోపం / కొరత / లేమి,lōpaṁ / korata / lēmi
3709,landlord (general property owner),noun,b1,nan,ఇంటి యజమాని / యజమాని / భూస్వామి,iṁṭi yajamāni / yajamāni / bhūsvāmi
3710,latest (most fashionable),adjective,b1,nan,సరికొత్త / ఆధునిక / ఫ్యాషన్,sarikotta / ādhunika / phyāṣan
3711,latest (most recent),adjective,b1,nan,తాజా / చివరి / నవీన,tājā / civari / navīna
3712,layer (hen),noun,b1,nan,గుడ్లు పెట్టే కోడి,guḍlu peṭṭē kōḍi
3713,lead (advantage),noun,b1,nan,ఆధిక్యం / ముందంజ / పైచేయి,ādhikyaṁ / muṁdaṁja / paicēyi
3714,lead (leash),noun,b1,nan,పట్టీ / తాడు,paṭṭī / tāḍu
3715,lead (the metal),noun,b1,nan,సీసం,sīsaṁ
3716,leading (ahead in position or status),adjective,b1,nan,ముందున్న / ప్రముఖ / అగ్రగామి,muṁdunna / pramukha / agragāmi
3717,"leading (chief, foremost)",adjective,b1,nan,ప్రధాన / ముఖ్య / అగ్ర,pradhāna / mukhya / agra
3718,leaf (sheet of paper),noun,b1,nan,పేజీ / పుట / ఆకు,pējī / puṭa / āku
3719,leather,noun,b1,nan,తోలు,tōlu
3720,legal,adjective,b1,nan,చట్టబద్ధమైన / లీగల్ / న్యాయబద్ధమైన,caṭṭabaddhamaina / līgal / nyāyabaddhamaina
3721,"leisure (comfort, ease)",noun,b1,nan,సౌలభ్యం / విశ్రాంతి / తీరిక,saulabhyaṁ / viśrāṁti / tīrika
3722,leisure (free time),noun,b1,nan,తీరిక / ఖాళీ సమయం / విశ్రాంతి సమయం,tīrika / khāḷī samayaṁ / viśrāṁti samayaṁ
3723,length (duration),noun,b1,nan,వ్యవధి / కాలం / నిడివి,vyavadhi / kālaṁ / niḍivi
3724,level (equal in rank or status),adjective,b1,nan,సమానమైన / ఒకే స్థాయి / తుల్యమైన,samānamaina / okē sthāyi / tulyamaina
3725,lie,noun,b1,nan,అబద్ధం / అసత్యం,abaddhaṁ / asatyaṁ
3726,like,noun,b1,nan,ఇష్టం / అభిరుచి,iṣṭaṁ / abhiruci
3727,"limit (boundary, edge)",noun,b1,nan,హద్దు / సరిహద్దు / అంచు,haddu / sarihaddu / aṁcu
3728,"limit (maximum allowance, restriction)",noun,b1,nan,పరిమితి / హద్దు,parimiti / haddu
3729,"lip (edge, rim of a container)",noun,b1,nan,అంచు,aṁcu
3730,liquid,noun,b1,nan,ద్రవం / ద్రవ పదార్థం,dravaṁ / drava padārthaṁ
3731,liquid (financial),adjective,b1,nan,నగదు రూపంలో ఉన్న / ద్రవ,nagadu rūpaṁlō unna / drava
3732,liquid (physical state),adjective,b1,nan,ద్రవ / ద్రవరూప,drava / dravarūpa
3733,"live (broadcast, performance)",adjective,b1,nan,ప్రత్యక్ష / లైవ్,pratyakṣa / laiv
3734,"live (electrical, active)",adjective,b1,nan,విద్యుత్ ప్రవహిస్తున్న,vidyut pravahistunna
3735,live (having life),adjective,b1,nan,సజీవ / ప్రాణమున్న,sajīva / prāṇamunna
3736,"live (performance, broadcast)",adverb,b1,nan,ప్రత్యక్షంగా / లైవ్‌గా,pratyakṣaṁgā / laivgā
3737,living (livelihood),noun,b1,nan,జీవనోపాధి / బతుకుదెరువు,jīvanōpādhi / batukuderuvu
3738,living (related to existence or standard),adjective,b1,nan,జీవన / నివాస,jīvana / nivāsa
3739,local (adjective),adjective,b1,nan,స్థానిక / ప్రాంతీయ / లోకల్,sthānika / prāṁtīya / lōkal
3740,local (person),noun,b1,nan,స్థానికుడు,sthānikuḍu
3741,local (person/people),noun,b1,nan,స్థానికులు / ప్రాంత ప్రజలు,sthānikulu / prāṁta prajalu
3742,located (set up or established),adjective,b1,nan,స్థాపించబడిన / ఏర్పాటు చేయబడిన,sthāpiṁcabaḍina / ērpāṭu cēyabaḍina
3743,located (situated),adjective,b1,nan,ఉన్న / నెలకొని ఉన్న / స్థితమైన,unna / nelakoni unna / sthitamaina
3744,"location (official address, site)",noun,b1,nan,చిరునామా / స్థలం / ప్రదేశం,cirunāmā / sthalaṁ / pradēśaṁ
3745,"location (place, spot)",noun,b1,nan,స్థలం / ప్రదేశం / చోటు,sthalaṁ / pradēśaṁ / cōṭu
3746,lonely (feeling sad),adjective,b1,nan,ఒంటరి / ఏకాకి,oṁṭari / ēkāki
3747,lonely (remote place),adjective,b1,nan,నిర్జనమైన / ఏకాంతమైన / నిర్మానుష్యమైన,nirjanamaina / ēkāṁtamaina / nirmānuṣyamaina
3748,"lonely (remote, desolate place)",adjective,b1,nan,నిర్మానుష్యమైన / నిర్జనమైన / ఏకాంతమైన,nirmānuṣyamaina / nirjanamaina / ēkāṁtamaina
3749,loose (clothing),adjective,b1,nan,వదులైన / లూజ్,vadulaina / lūj
3750,"loose (clothing, not tight)",adjective,b1,nan,వదులైన / లూజు,vadulaina / lūju
3751,loss (defeat in competition),noun,b1,nan,ఓటమి / పరాజయం,ōṭami / parājayaṁ
3752,luxury (as adjective),adjective,b1,nan,విలాసవంతమైన / లగ్జరీ,vilāsavaṁtamaina / lagjarī
3753,"luxury (indulgence, comfort)",noun,b1,nan,విలాసం / భోగం / సౌఖ్యం,vilāsaṁ / bhōgaṁ / saukhyaṁ
3754,luxury (noun),noun,b1,nan,విలాసం / ఐశ్వర్యం / లగ్జరీ,vilāsaṁ / aiśvaryaṁ / lagjarī
3755,mad (angry),adjective,b1,nan,కోపంగా ఉన్న / ఆగ్రహంగా ఉన్న,kōpaṁgā unna / āgrahaṁgā unna
3756,mad (insane),adjective,b1,nan,పిచ్చి / ఉన్మాద,picci / unmāda
3757,"magic (illusion, stage trick)",noun,b1,nan,ఇంద్రజాలం / గారడీ / మాయ,iṁdrajālaṁ / gāraḍī / māya
3758,magic (pertaining to illusion or sorcery),adjective,b1,nan,మాయా / ఇంద్రజాల,māyā / iṁdrajāla
3759,"magic (sorcery, supernatural power)",noun,b1,nan,మంత్రవిద్య / మాయ,maṁtravidya / māya
3760,"magic (wonderful, enchanting)",adjective,b1,nan,అద్భుతమైన / మంత్రముగ్ధమైన,adbhutamaina / maṁtramugdhamaina
3761,mainly,adverb,b1,nan,ప్రధానంగా / ముఖ్యంగా,pradhānaṁgā / mukhyaṁgā
3762,mall,noun,b1,nan,మాల్ / షాపింగ్ మాల్,māl / ṣāpiṁg māl
3763,management (administration),noun,b1,nan,నిర్వహణ / పాలన,nirvahaṇa / pālana
3764,"management (the people, organization)",noun,b1,nan,యాజమాన్యం / మేనేజ్‌మెంట్,yājamānyaṁ / mēnējmeṁṭ
3765,marketing (business discipline),noun,b1,nan,మార్కెటింగ్ / విపణీకరణ,mārkeṭiṁg / vipaṇīkaraṇa
3766,marketing (general usage),noun,b1,nan,మార్కెటింగ్ / అమ్మకాలు,mārkeṭiṁg / ammakālu
3767,marriage (ceremony),noun,b1,nan,పెళ్లి / వివాహం / కళ్యాణం,peḷli / vivāhaṁ / kaḷyāṇaṁ
3768,"material (noun: fabric, cloth)",noun,b1,nan,బట్ట / వస్త్రం / మెటీరియల్,baṭṭa / vastraṁ / meṭīriyal
3769,"material (noun: substance, stuff)",noun,b1,nan,పదార్థం / వస్తువు / మెటీరియల్,padārthaṁ / vastuvu / meṭīriyal
3770,meanwhile,adverb,b1,nan,ఇంతలో / ఈలోగా / అదే సమయంలో,iṁtalō / īlōgā / adē samayaṁlō
3771,measure (action taken),noun,b1,nan,చర్య / పద్ధతి,carya / paddhati
3772,"medium (moderate, degree)",adjective,b1,nan,మధ్యస్థ / సగటు,madhyastha / sagaṭu
3773,"medium (size, physical)",adjective,b1,nan,మధ్యస్థ / మీడియం,madhyastha / mīḍiyaṁ
3774,mental (relating to the mind),adjective,b1,nan,మానసిక / బుద్ధి సంబంధిత,mānasika / buddhi saṁbaṁdhita
3775,"mental (unstable, derogatory)",adjective,b1,nan,పిచ్చి / మతిస్థిమితం లేని / వెర్రి,picci / matisthimitaṁ lēni / verri
3776,"mention (reference, indication)",noun,b1,nan,ప్రస్తావన / ఉదహరింపు / సూచన,prastāvana / udahariṁpu / sūcana
3777,mess (difficult situation),noun,b1,nan,గందరగోళం / చిక్కు / ఇబ్బందికర పరిస్థితి,gaṁdaragōḷaṁ / cikku / ibbaṁdikara paristhiti
3778,mess (disorder),noun,b1,nan,చిందరవందర / అస్తవ్యస్తం / గజిబిజి,ciṁdaravaṁdara / astavyastaṁ / gajibiji
3779,"mild (flavor, not spicy)",adjective,b1,nan,కారం లేని / చప్పగా,kāraṁ lēni / cappagā
3780,"mild (symptoms, severity)",adjective,b1,nan,స్వల్ప / తేలికపాటి / మితమైన,svalpa / tēlikapāṭi / mitamaina
3781,"mild (weather, temperature)",adjective,b1,nan,సమశీతోష్ణ / ఆహ్లాదకరమైన,samaśītōṣṇa / āhlādakaramaina
3782,mine (excavation site),noun,b1,nan,గని / ఖనిజ గని,gani / khanija gani
3783,mine (explosive device),noun,b1,nan,మైన్ / భూమి మైన్,main / bhūmi main
3784,mix (pre-packaged food product),noun,b1,nan,మిశ్రమం / రెడీమిక్స్,miśramaṁ / reḍīmiks
3785,mixture (savory snack),noun,b1,nan,మిక్చర్,mikcar
3786,"mood (atmosphere, vibe)",noun,b1,nan,వాతావరణం / మూడ్,vātāvaraṇaṁ / mūḍ
3787,mood (personal emotional state),noun,b1,nan,మనస్థితి / మూడ్ / భావన,manasthiti / mūḍ / bhāvana
3788,mouth (of a container),noun,b1,nan,మూతి / నోరు / ద్వారం,mūti / nōru / dvāraṁ
3789,"mouth (of a river, cave, or container)",noun,b1,nan,ముఖద్వారం / నోరు / ద్వారం,mukhadvāraṁ / nōru / dvāraṁ
3790,move (strategy or game play),noun,b1,nan,ఎత్తుగడ / కదలిక,ettugaḍa / kadalika
3791,move (strategy),noun,b1,nan,ఎత్తుగడ / చర్య / ప్లాన్,ettugaḍa / carya / plān
3792,mud,noun,b1,nan,బురద / మట్టి,burada / maṭṭi
3793,murder,noun,b1,nan,హత్య / నరహత్య / ఖూనీ,hatya / narahatya / khūnī
3794,muscle (influence),noun,b1,nan,పలుకుబడి / అధికారం / బలం,palukubaḍi / adhikāraṁ / balaṁ
3795,musical (play/show),noun,b1,nan,సంగీత నాటకం / మ్యూజికల్,saṁgīta nāṭakaṁ / myūjikal
3796,musical (relating to music),noun,b1,nan,సంగీత సంబంధిత / సంగీతపరమైన,saṁgīta saṁbaṁdhita / saṁgītaparamaina
3797,must-see feature,noun,b1,nan,తప్పక చూడవలసినది / ప్రధాన ఆకర్షణ / విశేషం,tappaka cūḍavalasinadi / pradhāna ākarṣaṇa / viśēṣaṁ
3798,mystery,noun,b1,nan,రహస్యం / మర్మం / గుట్టు,rahasyaṁ / marmaṁ / guṭṭu
3799,"nail (fingernail, toenail)",noun,b1,nan,గోరు,gōru
3800,nail (metal fastener),noun,b1,nan,మేకు,mēku
3801,narrative (account),noun,b1,nan,కథనం / వృత్తాంతం / గాథ,kathanaṁ / vr̥ttāṁtaṁ / gātha
3802,"narrative (noun, account)",adjective,b1,nan,కథనాత్మకమైన / వృత్తాంతపరమైన,kathanātmakamaina / vr̥ttāṁtaparamaina
3803,nation,noun,b1,nan,దేశం / జాతి / రాష్ట్రం,dēśaṁ / jāti / rāṣṭraṁ
3804,native,noun,b1,nan,స్థానికుడు / దేశస్థుడు,sthānikuḍu / dēśasthuḍu
3805,"native (of a person, language, relating to origin)",adjective,b1,nan,స్థానిక / దేశీయ,sthānika / dēśīya
