id,english_word,word_class,level,verb_transitivity,target_translation,transliteration
2936,"to pack (food, lunch)",verb,a2,transitive,கட்டு / பொட்டலம் கட்டு / பாக் செய்,kaṭṭu / poṭṭalam kaṭṭu / pāk cey
2937,"to pass (an exam, test)",verb,a2,intransitive,தேர்ச்சி பெறு / வெற்றி பெறு,tērcci peṟu / veṟṟi peṟu
2938,"to pass (hand over, give)",verb,a2,transitive,கொடு / தா / வழங்கு,koṭu / tā / vaḻaṅku
2939,to pass (move past),verb,a2,transitive,கடந்து போ / தாண்டிச் செல் / கட,kaṭantu pō / tāṇṭic cel / kaṭa
2940,"to pass (of time, elapse)",verb,a2,intransitive,கடந்து போ / கழி / நகர்,kaṭantu pō / kaḻi / nakar
2941,"to perform (a duty, task)",verb,a2,transitive,செய் / நிறைவேற்று / ஆற்று,cey / niṟaivēṟṟu / āṟṟu
2942,"to perform (on stage, artistically)",verb,a2,transitive,நிகழ்த்து / நடத்து / நடி,nikaḻttu / naṭattu / naṭi
2943,to photograph,verb,a2,transitive,படம் பிடி / புகைப்படம் எடு / போட்டோ எடு,paṭam piṭi / pukaippaṭam eṭu / pōṭṭō eṭu
2944,to pick (to choose or select),verb,a2,transitive,தேர்ந்தெடு / தேர்வு செய் / எடு,tērnteṭu / tērvu cey / eṭu
2945,to pick (to harvest crops),verb,a2,transitive,அறுவடை செய் / சேகரி / பறி,aṟuvaṭai cey / cēkari / paṟi
2946,to pick (to harvest),verb,a2,nan,அறுவடை செய் / சேகரி / பறி,aṟuvaṭai cey / cēkari / paṟi
2947,"to pick (to pluck or harvest fruit, flowers)",verb,a2,transitive,பறி / கொய் / எடு,paṟi / koy / eṭu
2948,to plant (a seed or sapling),verb,a2,transitive,நடு / விதை / பயிரிடு,naṭu / vitai / payiriṭu
2949,to plant (to place incriminating evidence),verb,a2,transitive,வை / பதி / மறைத்து வை,vai / pati / maṟaittu vai
2950,to please (to be appealing),verb,a2,intransitive,பிடி / கவர்,piṭi / kavar
2951,to please (to satisfy someone),verb,a2,transitive,மகிழ்வி / திருப்திப்படுத்து / சந்தோஷப்படுத்து,makiḻvi / tiruptippaṭuttu / cantōṣappaṭuttu
2952,to pocket,noun,a2,transitive,பதுக்கு / சுருட்டு / அபகரி,patukku / curuṭṭu / apakari
2953,to pocket (put into a pocket),verb,a2,transitive,பைக்குள் போடு / பையில் வை,paikkuḷ pōṭu / paiyil vai
2954,to practise (a custom or religion),verb,a2,transitive,கடைப்பிடி / பின்பற்று / பயிற்சி செய்,kaṭaippiṭi / piṉpaṟṟu / payiṟci cey
2955,to predict,verb,a2,transitive,கணி / முன்னறி / எதிர்நோக்கு,kaṇi / muṉṉaṟi / etirnōkku
2956,to present (a gift or award),verb,a2,transitive,கொடு / வழங்கு / அளி,koṭu / vaḻaṅku / aḷi
2957,to present (formally),verb,a2,transitive,சமர்ப்பி / முன்வை / அறிமுகப்படுத்து,camarppi / muṉvai / aṟimukappaṭuttu
2958,to prevent (a problem or crisis),verb,a2,transitive,தடு / தவிர்ப்பி / முன்கூட்டியே தடு,taṭu / tavirppi / muṉkūṭṭiyē taṭu
2959,to print (to publish books or materials),verb,a2,transitive,அச்சிடு / பதிப்பி,acciṭu / patippi
2960,to process,verb,a2,transitive,செயல்படுத்து / முறைப்படுத்து / பதப்படுத்து,ceyalpaṭuttu / muṟaippaṭuttu / patappaṭuttu
2961,to produce (to manufacture or create),verb,a2,transitive,உற்பத்தி செய் / உருவாக்கு / விளைவி,uṟpatti cey / uruvākku / viḷaivi
2962,to produce (to present or show documentation),verb,a2,transitive,காட்டு / சமர்ப்பி / அளி,kāṭṭu / camarppi / aḷi
2963,"to promise (solemnly, to vow)",verb,a2,transitive,உறுதி அளி / வாக்குறுதி கொடு / சபதம் செய்,uṟuti aḷi / vākkuṟuti koṭu / capatam cey
2964,"to protect (to preserve, care for)",verb,a2,transitive,பாதுகா / காப்பாற்று / பராமரி,pātukā / kāppāṟṟu / parāmari
2965,"to provide (stipulate, arrange)",verb,a2,transitive,ஏற்பாடு செய் / வழங்கு / அளி,ēṟpāṭu cey / vaḻaṅku / aḷi
2966,"to provide (supply, fund)",verb,a2,transitive,கொடு / வழங்கு / அளி / நிதி அளி,koṭu / vaḻaṅku / aḷi / niti aḷi
2967,to publish,verb,a2,transitive,வெளியிடு / பதிப்பி,veḷiyiṭu / patippi
2968,"to pull (attract, draw interest)",verb,a2,transitive,கவர் / ஈர்க்கி / இழு,kavar / īrkki / iḻu
2969,"to pull (physically, drag)",verb,a2,transitive,இழு / பிடித்திழு,iḻu / piṭittiḻu
2970,"to push (a button, to press)",verb,a2,transitive,அழுத்து / தள்ளு,aḻuttu / taḷḷu
2971,to question (to ask or inquire),verb,a2,transitive,கேள் / வினாவு / விசாரி,kēḷ / viṉāvu / vicāri
2972,to question (to doubt or challenge),verb,a2,transitive,கேள்வி கேள் / சந்தேகி / சவால் விடு,kēḷvi kēḷ / cantēki / cavāl viṭu
2973,to race (in a competition),verb,a2,intransitive,பந்தயம் ஓடு / போட்டி போடு,pantayam ōṭu / pōṭṭi pōṭu
2974,"to race (to rush, move quickly)",verb,a2,intransitive,விரைந்து செல் / வேகமாக ஓடு / பாய்,viraintu cel / vēkamāka ōṭu / pāy
2975,to raise (children),verb,a2,transitive,வளர்ப்பி / பேணி வளர்ப்பி,vaḷarppi / pēṇi vaḷarppi
2976,"to raise (children, crops)",verb,a2,transitive,வளர்ப்பி / பயிரிடு,vaḷarppi / payiriṭu
2977,"to raise (to increase price, volume)",verb,a2,transitive,உயர்த்து / அதிகரி,uyarttu / atikari
2978,to raise (to lift up),verb,a2,transitive,தூக்கு / உயர்த்து,tūkku / uyarttu
2979,"to reach (a destination, to arrive)",verb,a2,intransitive,அடை / வந்து சேர்,aṭai / vantu cēr
2980,"to reach (for, to extend the hand)",verb,a2,transitive,நீட்டு / எட்டு,nīṭṭu / eṭṭu
2981,to react,verb,a2,nan,எதிர்வினையாற்று / பிரதிபலி,etirviṉaiyāṟṟu / piratipali
2982,to realize (a goal or dream),verb,a2,transitive,அடை / நிறைவேற்று / சாதி,aṭai / niṟaivēṟṟu / cāti
2983,"to receive (formally, e.g., an application or acceptance)",verb,a2,transitive,பெறு / பெற்றுக்கொள்,peṟu / peṟṟukkoḷ
2984,"to receive (guests, visitors)",verb,a2,transitive,வரவேற்பி / உபசரி,varavēṟpi / upacari
2985,to recognize (acknowledge),verb,a2,transitive,அங்கீகரி / ஏற்றுக்கொள்,aṅkīkari / ēṟṟukkoḷ
2986,to recognize (identify),verb,a2,transitive,அடையாளம் கண்டுப்பிடி / அறி,aṭaiyāḷam kaṇṭuppiṭi / aṟi
2987,to record (a video clip),verb,a2,transitive,பதிவுசெய் / படம்பிடி,pativucey / paṭampiṭi
2988,"to record (audio, video capture)",verb,a2,transitive,பதிவுசெய் / ஒளிப்பதிவுசெய் / ஒலிப்பதிவுசெய்,pativucey / oḷippativucey / olippativucey
2989,"to record (to write down, register)",verb,a2,transitive,பதிவுசெய் / எழுது / குறிப்பெடு,pativucey / eḻutu / kuṟippeṭu
2990,"to record (video, visuals)",verb,a2,transitive,பதிவுசெய் / ஒளிப்பதிவுசெய் / படம்பிடி,pativucey / oḷippativucey / paṭampiṭi
2991,to recycle,verb,a2,transitive,மறுசுழற்சி செய்,maṟucuḻaṟci cey
2992,"to reduce (to become less, decrease)",verb,a2,intransitive,குறை / சுருங்கு,kuṟai / curuṅku
2993,to refer (to a source or document),verb,a2,transitive,பார் / குறிப்பிடு,pār / kuṟippiṭu
2994,to refer (to mean or pertain to something),verb,a2,intransitive,குறி / சுட்டு,kuṟi / cuṭṭu
2995,"to remove (an object, general)",verb,a2,transitive,அகற்று / நீக்கு,akaṟṟu / nīkku
2996,"to remove (clothing, accessories)",verb,a2,transitive,கழற்று / நீக்கு,kaḻaṟṟu / nīkku
2997,"to repair (major damage, structure)",verb,a2,transitive,பழுதுபார் / சீர்செய்,paḻutupār / cīrcey
2998,to replace (to put back),verb,a2,transitive,மாற்று / பதிலிடு,māṟṟu / patiliṭu
2999,to report (a complaint),verb,a2,transitive,புகார் செய் / தெரிவி / அறிக்கை செய்,pukār cey / terivi / aṟikkai cey
3000,"to report (information, news)",verb,a2,transitive,தெரிவி / அறிக்கை செய் / தகவல் அளி / அறிவி,terivi / aṟikkai cey / takaval aḷi / aṟivi
3001,to research (academically),verb,a2,transitive,ஆராய்ச்சி செய் / ஆய்வு செய் / ஆய்வு மேற்கொள்,ārāycci cey / āyvu cey / āyvu mēṟkoḷ
3002,to research (to find out information),verb,a2,transitive,தேடிப் பார் / விசாரி / ஆராய் / தகவல் திரட்டு,tēṭip pār / vicāri / ārāy / takaval tiraṭṭu
3003,"to respond (to a communication, statement)",verb,a2,transitive,பதிலளி / பதில் சொல் / மறுமொழி கூறு / விடையளி,patilaḷi / patil col / maṟumoḻi kūṟu / viṭaiyaḷi
3004,"to respond (to a question, statement)",verb,a2,transitive,பதிலளி / பதில் சொல் / விடையளி / மறுமொழி கூறு,patilaḷi / patil col / viṭaiyaḷi / maṟumoḻi kūṟu
3005,"to respond (to a stimulus, situation)",verb,a2,intransitive,எதிர்வினையாற்று / செயல்படு / பிரதிபலி / துலங்கு,etirviṉaiyāṟṟu / ceyalpaṭu / piratipali / tulaṅku
3006,"to rest (to lean, prop)",verb,a2,transitive,சாய் / ஊன்று / ஆதாரம் செய்,cāy / ūṉṟu / ātāram cey
3007,"to rest (to place something down, e.g., head, book)",verb,a2,transitive,வை / இருத்து / நிலைநிறுத்து,vai / iruttu / nilainiṟuttu
3008,"to review (a movie, book, or product)",verb,a2,transitive,விமர்சி / திறனாய்வு செய் / மீளாய்வு செய்,vimarci / tiṟaṉāyvu cey / mīḷāyvu cey
3009,to review (re-examine or check),verb,a2,transitive,மறுபரிசீலனை செய் / சரிபார் / மீளாய்வு செய் / ஆய்வு செய்,maṟuparicīlaṉai cey / caripār / mīḷāyvu cey / āyvu cey
3010,"to ring (a bell, alarm, or sound)",verb,a2,intransitive,ஒலி / சத்தம் போடு / முழங்கு / ஒலி எழுப்பு,oli / cattam pōṭu / muḻaṅku / oli eḻuppu
3011,to ring (to call by phone),verb,a2,transitive,போன் செய் / அழை / தொலைபேசு,pōṉ cey / aḻai / tolaipēcu
3012,to rise (to increase in amount or level),verb,a2,intransitive,உயர் / அதிகரி / பெருகு / மேலெழு,uyar / atikari / peruku / mēleḻu
3013,to sail,verb,a2,intransitive,படகு செலுத்து / கப்பல் ஓட்டு / பாய்மரப் பயணம் செய் / கடற்பயணம் செய்,paṭaku celuttu / kappal ōṭṭu / pāymarap payaṇam cey / kaṭaṟpayaṇam cey
3014,"to save (money, resources)",verb,a2,transitive,சேமி / மிச்சப்படுத்து / சேகரி / பாதுகா,cēmi / miccappaṭuttu / cēkari / pātukā
3015,to save (to rescue),verb,a2,transitive,காப்பாற்று / மீட்பு / ரட்சி / விடுவி,kāppāṟṟu / mīṭpu / raṭci / viṭuvi
