english_word,word_class,telugu_translation,transliteration,verb_transitivity,level
to hate,verb,ద్వేషించు / అసహ్యించుకో,dvēṣiṁcu / asahyiṁcukō,transitive,a1
to have (a drink),verb,త్రాగు / తీసుకో,trāgu / tīsukō,transitive,a1
"to have (a meal, drink)",verb,తిను / త్రాగు / తీసుకో,tinu / trāgu / tīsukō,transitive,a1
to have (possess),verb,కలిగి ఉండు,kaligi uṁḍu,,a1
to hear,verb,విను,vinu,,a1
to help (action),verb,సహాయం చేయు / తోడ్పడు,sahāyaṁ cēyu / tōḍpaḍu,transitive,a1
"to help (be useful, beneficial)",verb,ఉపయోగపడు / మేలు చేయు,upayōgapaḍu / mēlu cēyu,intransitive,a1
"to hope (for an event, outcome)",verb,ఆశించు / ఎదురుచూడు,āśiṁcu / edurucūḍu,transitive,a1
to imagine (to conceive a mental picture),verb,ఊహించు,ūhiṁcu,transitive,a1
to imagine (to suppose or guess),verb,అనుకో / ఊహించు,anukō / ūhiṁcu,transitive,a1
to improve (to get better),verb,మెరుగుపడు / అభివృద్ధి చెందు,merugupaḍu / abhivr̥ddhi ceṁdu,intransitive,a1
to improve (to make better),verb,మెరుగుపరచు / అభివృద్ధి చేయు,meruguparacu / abhivr̥ddhi cēyu,transitive,a1
"to include (to add to a list, group)",verb,చేర్చు,cērcu,transitive,a1
"to include (to contain, to comprise)",verb,కలిగి ఉండు / ఇమిడి ఉండు,kaligi uṁḍu / imiḍi uṁḍu,transitive,a1
to interest,verb,ఆసక్తి కలిగించు / ఆకర్షించు,āsakti kaligiṁcu / ākarṣiṁcu,transitive,a1
to interview (be interviewed),verb,ఇంటర్వ్యూ చేయించుకో / ఇంటర్వ్యూకు హాజరగు,iṁṭarvyū cēyiṁcukō / iṁṭarvyūku hājaragu,intransitive,a1
to interview (conduct),verb,ఇంటర్వ్యూ చేయు,iṁṭarvyū cēyu,transitive,a1
"to join (a group, activity)",verb,చేరు / పాల్గొను,cēru / pālgonu,transitive,a1
to join (connect things),verb,కలుపు / అనుసంధానించు,kalupu / anusaṁdhāniṁcu,transitive,a1
to keep (to put an object somewhere),verb,పెట్టు / ఉంచు,peṭṭu / uṁcu,transitive,a1
to keep (to retain possession),verb,ఉంచుకో / నిలుపుకో / పదిలపరచు,uṁcukō / nilupukō / padilaparacu,transitive,a1
"to know (a fact, information)",verb,తెలుసుకో / ఎరుగు,telusukō / erugu,transitive,a1
"to know (a person, be acquainted with)",verb,ఎరుగు / తెలుసుకో,erugu / telusukō,transitive,a1
to learn,verb,నేర్చుకో / అభ్యసించు,nērcukō / abhyasiṁcu,transitive,a1
to leave (something behind),verb,వదిలిపెట్టు / విడిచిపెట్టు,vadilipeṭṭu / viḍicipeṭṭu,transitive,a1
"to leave (to exit, depart)",verb,వెళ్ళు / బయలుదేరు,veḷḷu / bayaludēru,intransitive,a1
"to let (to permit, allow)",verb,అనుమతించు / ఒప్పుకో / కానివ్వు,anumatiṁcu / oppukō / kānivvu,transitive,a1
"to lie (to rest, be horizontal)",verb,పడుకో / పడుండు,paḍukō / paḍuṁḍu,intransitive,a1
to lie (to tell an untruth),verb,అబద్ధం చెప్పు / మోసం చేయు,abaddhaṁ ceppu / mōsaṁ cēyu,intransitive,a1
to like,verb,ఇష్టపడు / మెచ్చుకో,iṣṭapaḍu / meccukō,transitive,a1
to list,verb,జాబితా చేయు / నమోదు చేయు,jābitā cēyu / namōdu cēyu,transitive,a1
"to listen (to advice, to heed)",verb,విను / పాటించు / శ్రద్ధ పెట్టు,vinu / pāṭiṁcu / śraddha peṭṭu,transitive,a1
to live (be alive),verb,బ్రతుకు / జీవించు,bratuku / jīviṁcu,intransitive,a1
to live (exist),verb,ఉండు / జీవించు,uṁḍu / jīviṁcu,intransitive,a1
to live (have a way of life),verb,జీవించు / బ్రతుకు,jīviṁcu / bratuku,intransitive,a1
to live (reside),verb,నివసించు / ఉండు / కాపురం ఉండు,nivasiṁcu / uṁḍu / kāpuraṁ uṁḍu,intransitive,a1
"to look (to appear, seem)",verb,కనబడు / అనిపించు,kanabaḍu / anipiṁcu,intransitive,a1
to look (to search for),verb,వెతుకు / అన్వేషించు,vetuku / anvēṣiṁcu,transitive,a1
to look at,verb,చూడు / పరిశీలించు,cūḍu / pariśīliṁcu,transitive,a1
to lose (a game or contest),verb,ఓడిపో / పరాజయం పొందు,ōḍipō / parājayaṁ poṁdu,transitive,a1
to lose (misplace or suffer deprivation),verb,పోగొట్టుకో / నష్టపో,pōgoṭṭukō / naṣṭapō,transitive,a1
"to love (deep affection, familial or romantic)",verb,ప్రేమించు / స్నేహించు,prēmiṁcu / snēhiṁcu,transitive,a1
"to love (to like strongly, to be fond of)",verb,ఇష్టపడు / అభిమానించు,iṣṭapaḍu / abhimāniṁcu,transitive,a1
to make (earn),verb,సంపాదించు / గడించు,saṁpādiṁcu / gaḍiṁcu,transitive,a1
to make someone laugh,verb,నవ్వించు,navviṁcu,transitive,a1
to match (to be compatible),verb,సరిపోవు / తగులు,saripōvu / tagulu,intransitive,a1
to match (to pair items),verb,సరిపోల్చు / జతచేయు,saripōlcu / jatacēyu,transitive,a1
to mean (to convey sense or definition),verb,అర్థం ఇవ్వు / సూచించు,arthaṁ ivvu / sūciṁcu,transitive,a1
to mean (to intend or plan),verb,ఉద్దేశించు / అనుకో,uddēśiṁcu / anukō,intransitive,a1
to meet (to gather),verb,కలువు / సమావేశమవ్వు,kaluvu / samāvēśamavvu,intransitive,a1
to miss (a scheduled event or transportation),verb,తప్పిపోవు / కోల్పోవు,tappipōvu / kōlpōvu,transitive,a1
"to miss (longing for someone, something)",verb,గుర్తుచేసుకో / మిస్సవ్వు,gurtucēsukō / missavvu,transitive,a1
to move (change residence),verb,మారించు / వెలసించు,māriṁcu / velasiṁcu,intransitive,a1
to move (house),verb,ఇల్లు మారు / మారించు,illu māru / māriṁcu,intransitive,a1
to name (to identify or specify),verb,పేరు పెట్టు / పేర్కొను,pēru peṭṭu / pērkonu,transitive,a1
"to need (necessity, formal requirement)",verb,అవసరమవ్వు,avasaramavvu,intransitive,a1
"to need (simple requirement, want)",verb,కోరుకో / అవసరపడు,kōrukō / avasarapaḍu,transitive,a1
to open,verb,తెరువు / విప్పు,teruvu / vippu,transitive,a1
"to open (a business, an event)",verb,ప్రారంభించు / తెరువు,prāraṁbhiṁcu / teruvu,transitive,a1
"to order (food, goods)",verb,ఆర్డర్ చేయు / అడుగు,ārḍar cēyu / aḍugu,transitive,a1
to order (to command),verb,ఆజ్ఞాపించు / ఆదేశించు,ājñāpiṁcu / ādēśiṁcu,transitive,a1
to own,adjective,కలిగి ఉండు / సొంతం చేసుకో,kaligi uṁḍu / soṁtaṁ cēsukō,transitive,a1
"to paint (a wall, surface)",verb,రంగు వేయు / పెయింట్ చేయు,raṁgu vēyu / peyiṁṭ cēyu,transitive,a1
"to paint (an artwork, picture)",verb,చిత్రించు / చిత్రం గీయు,citriṁcu / citraṁ gīyu,transitive,a1
to park,verb,పార్క్ చేయు / నిలుపు,pārk cēyu / nilupu,transitive,a1
to pay,verb,చెల్లించు,celliṁcu,,a1
to pay (general),verb,చెల్లించు / డబ్బు ఇవ్వు,celliṁcu / ḍabbu ivvu,transitive,a1
to pay (make formal payment),verb,చెల్లించు / తీర్చు,celliṁcu / tīrcu,transitive,a1
to plan,verb,ప్రణాళిక వేయు / ప్లాన్ చేయు,praṇāḷika vēyu / plān cēyu,transitive,a1
"to play (an instrument, music)",verb,వాయించు,vāyiṁcu,transitive,a1
to post (mail),verb,పంపు / పోస్ట్ చేయు,paṁpu / pōsṭ cēyu,transitive,a1
to post (online content),verb,పోస్ట్ చేయు / ఉంచు,pōsṭ cēyu / uṁcu,transitive,a1
to prefer,verb,ఇష్టపడు / కోరు,iṣṭapaḍu / kōru,transitive,a1
"to prepare (food, a meal)",verb,వండు / తయారుచేయు,vaṁḍu / tayārucēyu,transitive,a1
to prepare (to get ready),verb,సిద్ధం చేయు / తయారుచేయు,siddhaṁ cēyu / tayārucēyu,transitive,a1
to proceed,verb,ముందుకు వెళ్ళు / కొనసాగు,muṁduku veḷḷu / konasāgu,intransitive,a1
"to put (to place, keep)",verb,పెట్టు / ఉంచు,peṭṭu / uṁcu,transitive,a1
to put (to wear clothes),verb,వేసుకో / ధరించు,vēsukō / dhariṁcu,transitive,a1
to rain,verb,వర్షించు,varṣiṁcu,intransitive,a1
to read,verb,చదువు,caduvu,,a1
"to relax (to calm down, loosen tension)",verb,శాంతించు / విశ్రాంతి తీసుకో / రిలాక్స్ అవ్వు,śāṁtiṁcu / viśrāṁti tīsukō / rilāks avvu,intransitive,a1
"to relax (to take a rest, leisure)",verb,విశ్రాంతి తీసుకో / సేద తీరు,viśrāṁti tīsukō / sēda tīru,intransitive,a1
to remind,verb,గుర్తుచేయు / జ్ఞాపకం చేయు,gurtucēyu / jñāpakaṁ cēyu,transitive,a1
"to respect (person, feelings, honor)",verb,గౌరవించు / మన్నించు,gauraviṁcu / manniṁcu,transitive,a1
to return (to come back),verb,తిరిగి రా / వెనుదిరుగు,tirigi rā / venudirugu,intransitive,a1
to return (to give back an object),verb,తిరిగి ఇవ్వు / వెనక్కి ఇవ్వు,tirigi ivvu / venakki ivvu,transitive,a1
to ride,verb,ఎక్కు,ekku,transitive,a1
"to run (liquid, flow)",verb,పారు / ప్రవహించు,pāru / pravahiṁcu,intransitive,a1
to see (perceive),verb,చూడు / కనుగొను,cūḍu / kanugonu,intransitive,a1
to sell,verb,అమ్ము,ammu,transitive,a1
to send,verb,పంపు / పంపించు,paṁpu / paṁpiṁcu,transitive,a1
"to share (information, opinion)",verb,పంచు / తెలియజేయు,paṁcu / teliyajēyu,transitive,a1
"to share (material possessions, food)",verb,పంచు / పంచుకో,paṁcu / paṁcukō,transitive,a1
to shop,verb,కొను / షాపింగ్ చేయు / కొనుగోలు చేయు,konu / ṣāpiṁg cēyu / konugōlu cēyu,transitive,a1
to show,verb,చూపించు / ప్రదర్శించు,cūpiṁcu / pradarśiṁcu,transitive,a1
to sing,verb,పాడు,pāḍu,intransitive,a1
to sit,verb,కూర్చో,kūrcō,intransitive,a1
to sleep (respectful),verb,నిద్రించు,nidriṁcu,intransitive,a1
"to sleep (standard, familiar)",verb,పడుకో,paḍukō,intransitive,a1
to snow,verb,కురుయు,kuruyu,intransitive,a1
to sound (make a noise),verb,శబ్దం చేయు / మోగు,śabdaṁ cēyu / mōgu,intransitive,a1
"to sound (to seem, to appear)",verb,అనిపించు / కనబడు,anipiṁcu / kanabaḍu,intransitive,a1
to speak,verb,మాట్లాడు / చెప్పు,māṭlāḍu / ceppu,intransitive,a1
to spell,verb,అక్షరక్రమం చెప్పు / స్పెల్లింగ్ చెప్పు,akṣarakramaṁ ceppu / spelliṁg ceppu,transitive,a1
to spell (letters),verb,అక్షరాలను చెప్పు,akṣarālanu ceppu,transitive,a1
to spend (money),verb,ఖర్చు చేయు / వెచ్చించు,kharcu cēyu / vecciṁcu,transitive,a1
to spend (time),verb,గడుపు / వెచ్చించు,gaḍupu / vecciṁcu,transitive,a1
"to start (to be startled, frightened)",verb,ఉలిక్కిపడు,ulikkipaḍu,,a1
"to start (to begin, process starts)",verb,ప్రారంభించు / మొదలగు,prāraṁbhiṁcu / modalagu,intransitive,a1
to start (to initiate an action),verb,ప్రారంభించు / మొదలుపెట్టు,prāraṁbhiṁcu / modalupeṭṭu,transitive,a1
"to stay (lodge, reside)",verb,ఉండు / నివసించు,uṁḍu / nivasiṁcu,intransitive,a1
to stay (remain in place),verb,ఉండు / ఆగు,uṁḍu / āgu,intransitive,a1
to stop (moving),verb,ఆగు,āgu,intransitive,a1
to stop (something),verb,ఆపు / నిలుపు,āpu / nilupu,transitive,a1
to study (academic),verb,చదువు / అభ్యసించు,caduvu / abhyasiṁcu,transitive,a1
to swim,verb,ఈదు,īdu,intransitive,a1
to switch off,verb,ఆపివేయు / బంద్ చేయు,āpivēyu / baṁd cēyu,transitive,a1
to switch on,verb,ఆన్ చేయు / వేయు,ān cēyu / vēyu,transitive,a1
"to take (medicine, ingest)",verb,వేసుకో / సేవించు,vēsukō / sēviṁcu,transitive,a1
"to take (physical object, receive)",verb,తీసుకో / గ్రహించు,tīsukō / grahiṁcu,transitive,a1
"to take (transport, carry someone or something)",verb,తీసుకువెళ్ళు / మోయు / తీసుకుపో,tīsukuveḷḷu / mōyu / tīsukupō,transitive,a1
to talk,verb,మాట్లాడు,māṭlāḍu,intransitive,a1
to talk (to converse),verb,మాట్లాడు / సంభాషించు,māṭlāḍu / saṁbhāṣiṁcu,intransitive,a1
to teach,verb,నేర్పు / బోధించు,nērpu / bōdhiṁcu,transitive,a1
